,id,value1,category,category_mean
168,169.0,1.1880297923523018,D,
169,170.0,0.3169426119248496,D,
170,171.0,0.920858823780819,C,
171,172.0,0.3187276529430212,B,
172,173.0,0.8568306119026912,C,
173,174.0,-0.6510255933001469,B,
174,175.0,-1.034242841784465,C,
175,176.0,0.681594518281627,B,
176,177.0,-0.8034096641738411,C,
177,178.0,-0.6895497777502005,B,
178,179.0,-0.4555325035173431,C,
179,180.0,0.0174791590250567,A,
180,181.0,-0.3539939112534839,A,
181,182.0,-1.3749512934180188,C,
182,183.0,-0.6436184028328905,A,
183,184.0,-2.223403152224426,A,
184,185.0,0.6252314510271875,C,
185,186.0,-1.6020576556067476,A,
186,187.0,-1.1043833394284506,D,
187,188.0,0.0521650792609744,D,
188,189.0,-0.7395629963913133,B,
189,190.0,1.5430145954067358,B,
190,191.0,-1.2928569097234486,C,
191,192.0,0.2670508693491829,C,
192,193.0,-0.0392828182274956,C,
193,194.0,-1.1680934977411974,A,
194,195.0,0.5232766605317537,A,
195,196.0,-0.1715463312222481,A,
196,197.0,0.7717905512136674,B,
197,198.0,0.8235041539637314,D,
198,199.0,2.16323594928069,A,
199,200.0,1.336527949436392,D,
200,201.0,-0.3691818379424436,B,
201,202.0,-0.2393791775759264,D,
202,203.0,1.0996595958871132,D,
203,204.0,0.6552637307225978,A,
204,205.0,0.640131526097592,B,
205,206.0,-1.6169560443108344,B,
206,207.0,-0.0243261243989356,B,
207,208.0,-0.7380309092056887,A,
208,209.0,0.2799245990432382,A,
209,210.0,-0.0981503896429579,B,
210,211.0,0.910178908092592,D,
211,212.0,0.317218215191302,C,
212,213.0,0.7863279621089762,A,
213,214.0,-0.466419096735943,B,
214,215.0,-0.9444462559182504,B,
215,216.0,-0.4100496932025484,D,
216,217.0,-0.0170204138614405,B,
217,218.0,0.3791517355550818,C,
218,219.0,2.259308950690852,B,
219,220.0,-0.0422571516606426,A,
220,221.0,-0.955945000492777,B,
221,222.0,-0.3459817756993864,A,
222,223.0,-0.4635959746460942,A,
223,224.0,0.4814814737734622,B,
224,225.0,-1.5407970144446248,B,
225,226.0,0.0632619942003317,B,
226,227.0,0.1565065379653756,C,
227,228.0,0.2321810362002757,D,
228,229.0,-0.5973160689653627,D,
229,230.0,-0.237921729736007,A,
230,231.0,-1.4240609089825316,D,
231,232.0,-0.493319883362194,C,
232,233.0,-0.5428614760167177,C,
233,234.0,0.4160500462614255,D,
234,235.0,-1.1561824318219127,A,
235,236.0,0.7811981017099934,B,
236,237.0,1.4944845444913688,D,
237,238.0,-2.0699850250135325,C,
238,239.0,0.4262587307781009,C,
239,240.0,0.6769080350302455,C,
240,241.0,-0.637437025552229,C,
241,242.0,-0.3972718143287976,B,
242,243.0,-0.1328805775869556,B,
243,244.0,-0.2977908794017283,C,
244,245.0,-0.3090129690471222,B,
245,246.0,-1.6760038063299767,D,
246,247.0,1.15233156478312,B,
247,248.0,1.079618592036821,C,
248,249.0,-0.8133642592042029,C,
249,250.0,-1.466424327802514,B,
250,251.0,0.5210648764527586,A,
251,252.0,-0.5757879698130661,B,
252,253.0,0.1419531633207796,D,
253,254.0,-0.3193284171450952,D,
254,255.0,0.6915387510701866,A,
255,256.0,0.6947491436560059,C,
256,257.0,-0.7255973784635843,A,
257,258.0,-1.3833639553950554,D,
258,259.0,-1.582938397335082,A,
259,260.0,0.6103793791072052,D,
260,261.0,-1.188859257784029,C,
261,262.0,-0.5068163542986875,C,
262,263.0,-0.5963140384505081,A,
263,264.0,-0.0525672962695462,A,
264,265.0,-1.936279805846507,B,
265,266.0,0.1887785967938285,A,
266,267.0,0.5238910238342056,C,
267,268.0,0.0884220870446614,D,
268,269.0,-0.3108861716984717,D,
269,270.0,0.0974001662687834,A,
270,271.0,0.3990463456401302,C,
271,272.0,-2.77259275642665,D,
272,273.0,1.9559123082506944,A,
273,274.0,0.3900933226879264,D,
274,275.0,-0.65240858238702,A,
275,276.0,-0.3909533751876011,C,
276,277.0,0.4937417773491884,A,
277,278.0,-0.1161039390343665,D,
278,279.0,-2.0306844677814944,B,
279,280.0,2.0644928613593194,A,
280,281.0,-0.1105406572324726,B,
281,282.0,1.0201727117157997,A,
282,283.0,-0.6920498477843912,C,
283,284.0,1.5363770542457975,C,
284,285.0,0.2863436888922795,A,
285,286.0,0.6088438344754508,C,
286,287.0,-1.0452533661469547,A,
287,288.0,1.2111452896827009,B,
288,289.0,0.6898181645347884,C,
289,290.0,1.3018462295649984,C,
290,291.0,-0.6280875596415789,B,
291,292.0,-0.4810271184607877,D,
292,293.0,2.303916697683942,B,
293,294.0,-1.0600158227215473,A,
294,295.0,-0.1359497006783208,A,
295,296.0,1.1368913626026953,C,
296,297.0,0.0977249677148556,A,
297,298.0,0.5829536797532936,D,
298,299.0,-0.3994490292628752,A,
299,300.0,0.3700558878475187,A,
300,301.0,-1.3065268517353166,C,
301,302.0,1.658130679618188,C,
302,303.0,-0.1181640451285697,D,
303,304.0,-0.6801782039968504,D,
304,305.0,0.6663830820319143,C,
305,306.0,-0.4607197873885533,D,
306,307.0,-1.3342584714027534,C,
307,308.0,-1.3467175057975551,C,
308,309.0,0.6937731526901325,B,
309,310.0,-0.1595734381462669,A,
310,311.0,-0.1337015596684391,C,
311,312.0,1.0777438059762627,A,
312,313.0,-1.1268258087567435,D,
313,314.0,-0.7306777528648248,A,
314,315.0,-0.3848798091812754,B,
315,316.0,0.094351589317074,B,
316,317.0,-0.0421714512905789,C,
317,318.0,-0.2868871923899076,A,
318,319.0,-0.0616264020956474,C,
319,320.0,-0.1073052762911746,B,
320,321.0,-0.7196043885517929,B,
321,322.0,-0.8129929885540773,D,
322,323.0,0.2745163577239395,D,
323,324.0,-0.8909150829955279,A,
324,325.0,-1.1573552591908536,A,
325,326.0,-0.3122922511256933,B,
326,327.0,-0.1576670161638159,A,
327,328.0,2.2567234972982093,D,
328,329.0,-0.7047002758562337,A,
329,330.0,0.9432607249694948,D,
330,331.0,0.7471883342046318,B,
331,332.0,-1.188944955203736,D,
332,333.0,0.7732529774025997,D,
333,334.0,-1.1838806401933175,B,
334,335.0,-2.659172237996741,D,
335,336.0,0.6063195243593807,C,
336,337.0,-1.7558905834377194,C,
337,338.0,0.4509344618059148,B,
338,339.0,-0.6840108977372166,B,
339,340.0,1.659550796189872,A,
340,341.0,1.068509399316009,A,
341,342.0,-0.4533858038513876,C,
342,343.0,-0.6878376110286823,A,
343,344.0,-1.2140774030941206,B,
344,345.0,-0.4409226322925914,C,
345,346.0,-0.2803554951845091,B,
346,347.0,-0.3646935443916854,A,
347,348.0,0.1567038552723639,D,
348,349.0,0.5785214977288784,A,
349,350.0,0.349654456993174,C,
350,351.0,-0.764143923906443,C,
351,352.0,-1.4377914738015785,D,
352,353.0,1.3645318481024713,C,
353,354.0,-0.6894491845499376,A,
354,355.0,-0.6522935999350191,A,
355,356.0,-0.5211893123011109,A,
356,357.0,-1.8430695501566483,B,
357,358.0,-0.4779740040404867,C,
358,359.0,-0.4796558140079476,D,
359,360.0,0.6203582983435125,B,
360,361.0,0.698457149107336,B,
361,362.0,0.0037708890862693,B,
362,363.0,0.9318483741143035,B,
363,364.0,0.339964983801262,A,
364,365.0,-0.0156821116025547,D,
365,366.0,0.1609281682982229,C,
366,367.0,-0.1906534935813993,B,
367,368.0,-0.3948495140334503,D,
368,369.0,-0.2677335368939664,C,
369,370.0,-1.1280113314700069,B,
370,371.0,0.280441705316296,C,
371,372.0,-0.9931236109295808,B,
372,373.0,0.8416312640736364,B,
373,374.0,-0.2494585801609488,B,
374,375.0,0.0494949816500907,B,
375,376.0,0.4938367762809563,D,
376,377.0,0.6433144650629279,A,
377,378.0,-1.5706234086334527,A,
378,379.0,-0.2069036761639717,B,
379,380.0,0.8801789120807822,A,
380,381.0,-1.6981058194322545,B,
381,382.0,0.3872804753950634,A,
382,383.0,-2.2555642294021894,B,
383,384.0,-1.0225068436356035,C,
384,385.0,0.0386305518401881,C,
385,386.0,-1.6567151023219535,A,
386,387.0,-0.9855107376841508,D,
387,388.0,-1.4718350074635869,B,
388,389.0,1.6481349322075596,C,
389,390.0,0.1642277554873339,B,
390,391.0,0.5672902778526694,D,
391,392.0,-0.2226751005151545,C,
392,393.0,-0.353431748757199,D,
393,394.0,-1.6164741886510323,D,
394,395.0,-0.2918373627478628,D,
395,396.0,-0.7614922118116233,C,
396,397.0,0.8579239242923363,B,
397,398.0,1.1411018666575734,D,
398,399.0,1.4665787155741776,B,
399,400.0,0.852551939461232,B,
400,401.0,-0.5986539369229861,B,
401,402.0,-1.1158969859603944,C,
402,403.0,0.7666631816450861,C,
403,404.0,0.3562928174722889,C,
404,405.0,-1.7685384506770307,A,
405,406.0,0.355481792743769,A,
406,407.0,0.8145198224878664,D,
407,408.0,0.0589255891816299,D,
408,409.0,-0.1850536710093415,B,
409,410.0,-0.8076484876163557,B,
410,411.0,-1.446534699563388,C,
411,412.0,0.8002979493400275,B,
412,413.0,-0.3091144447717088,D,
413,414.0,-0.2334666615436927,C,
414,415.0,1.7327211869191332,C,
415,416.0,0.6845011068591904,A,
416,417.0,0.3708250012811021,C,
417,418.0,0.1420618051872356,B,
418,419.0,1.5199948607657727,A,
419,420.0,1.7195893074161943,C,
420,421.0,0.929505111479528,D,
421,422.0,0.5822245913979243,A,
422,423.0,-2.0946030712061448,D,
423,424.0,0.1237219142335065,C,
424,425.0,-0.130106954193704,C,
425,426.0,0.0939532293855687,D,
426,427.0,0.9430460873225178,A,
427,428.0,-2.7396771671895563,D,
428,429.0,-0.5693120534701851,D,
429,430.0,0.2699043549407613,C,
430,431.0,-0.4668455460527625,B,
431,432.0,-1.4169061131262597,C,
432,433.0,0.8689634868967954,D,
433,434.0,0.276871905846128,C,
434,435.0,-0.9711045704444846,B,
435,436.0,0.3148172045158238,D,
436,437.0,0.8215857120497958,C,
437,438.0,0.0052926462993608,D,
438,439.0,0.8005648034309968,C,
439,440.0,0.0782601751616613,A,
440,441.0,-0.3952289826543543,D,
441,442.0,-1.159420516399913,C,
442,443.0,-0.0859307669716127,A,
443,444.0,0.1942929380457716,D,
444,445.0,0.8758327615873309,A,
445,446.0,-0.1151074684872267,C,
446,447.0,0.4574156062209908,A,
447,448.0,-0.9646120137337284,D,
448,449.0,-0.7826291558275251,A,
449,450.0,-0.1103892990268877,B,
450,451.0,-1.054628463985014,C,
451,452.0,0.8202478373246812,C,
452,453.0,0.4631303293186071,D,
453,454.0,0.2790957643924534,A,
454,455.0,0.3389041252159445,C,
455,456.0,2.021043561484797,A,
456,457.0,-0.4688641879667956,A,
457,458.0,-2.201441285500558,B,
458,459.0,0.1993001968964652,C,
459,460.0,-0.0506035409616658,B,
460,461.0,-0.5175190425104033,B,
461,462.0,-0.97882985935877,A,
462,463.0,-0.4391895218021479,B,
463,464.0,0.1813384292178212,D,
464,465.0,-0.5028167006425383,B,
465,466.0,2.412453679543749,D,
466,467.0,-0.960504381633148,A,
467,468.0,-0.7931173627076716,C,
468,469.0,-2.2886200400145285,D,
469,470.0,0.251484415021537,B,
470,471.0,-2.01640662779976,C,
471,472.0,-0.5394546333745014,A,
472,473.0,-0.2756705345605569,C,
473,474.0,-0.7097279658468882,A,
474,475.0,1.738872677454511,C,
475,476.0,0.9943943913154988,D,
476,477.0,1.3191368763015756,C,
477,478.0,-0.8824188185499185,D,
478,479.0,1.1285940645145685,C,
479,480.0,0.4960009463439622,A,
480,481.0,0.7714059486768455,C,
481,482.0,1.0294388287827672,D,
482,483.0,-0.9087632459590532,B,
483,484.0,-0.4243176209779015,B,
484,485.0,0.8625960113284511,D,
485,486.0,-2.655619092974933,A,
486,487.0,1.5133280825732052,C,
487,488.0,0.553132064207584,C,
488,489.0,-0.0457039606602348,D,
489,490.0,0.2205076557571733,C,
490,491.0,-1.0299352833089763,D,
491,492.0,-0.3499433645891047,D,
492,493.0,1.1002843382203735,A,
493,494.0,1.2980219723262212,C,
494,495.0,2.69622405256358,D,
495,496.0,-0.0739246662804151,B,
496,497.0,-0.6585529668050037,A,
497,498.0,-0.5142339659399888,B,
498,499.0,-1.0180418752873648,C,
499,500.0,-0.0778547559408507,B,
500,501.0,0.3827324300122681,C,
501,502.0,-0.0342422805319538,A,
502,503.0,1.0963468456657983,B,
503,504.0,-0.2342158013445365,B,
504,505.0,-0.3474506524985633,D,
505,506.0,-0.5812684768603252,B,
506,507.0,-1.6326345262344952,C,
507,508.0,-1.567767724308454,A,
508,509.0,-1.1791579306376878,D,
509,510.0,1.3014280716647608,A,
510,511.0,0.8952602728899299,D,
511,512.0,1.3749640663929898,C,
512,513.0,-1.3322116545945015,C,
513,514.0,-1.96862468978602,C,
514,515.0,-0.6600563201340829,D,
515,516.0,0.175818953296028,D,
516,517.0,0.4986902749098275,B,
517,518.0,1.0479721559680528,B,
518,519.0,0.2842796708072146,A,
519,520.0,1.7426687806556311,C,
520,521.0,-0.2226056809483204,C,
521,522.0,-0.9130792180417964,B,
522,523.0,-1.6812182154944335,B,
523,524.0,-0.8889713580954499,B,
524,525.0,0.242117960985123,C,
525,526.0,-0.8887202573536308,B,
526,527.0,0.9367424635352573,A,
527,528.0,1.412327706037443,B,
528,529.0,-2.369586905226603,C,
529,530.0,0.8640523004976479,C,
530,531.0,-2.2396040586617367,C,
531,532.0,0.4014990550902875,B,
532,533.0,1.2248705641936597,B,
533,534.0,0.0648561063435761,C,
534,535.0,-1.2796891732042397,D,
535,536.0,-0.5854312042777726,A,
536,537.0,-0.2616454457109007,B,
537,538.0,-0.1822447837899429,D,
538,539.0,-0.202896840766667,A,
539,540.0,-0.1098827793093138,D,
540,541.0,0.2134800489101689,B,
541,542.0,-1.2085736537332212,A,
542,543.0,-0.2420198298702195,A,
543,544.0,1.5182611703557054,B,
544,545.0,-0.3846454231425177,D,
545,546.0,-0.4438360931551978,B,
546,547.0,1.0781973037142378,B,
547,548.0,-2.5591846663440965,A,
548,549.0,1.181378601288286,B,
549,550.0,-0.6319037580051673,B,
550,551.0,0.1639285724525866,B,
551,552.0,0.0963213559211968,D,
552,553.0,0.9424681192203938,C,
553,554.0,-0.2675947462353477,A,
554,555.0,-0.6780257815644504,C,
555,556.0,1.2978457906510987,A,
556,557.0,-2.36417381714118,D,
557,558.0,0.0203341817052432,B,
558,559.0,-1.3479254226291204,A,
559,560.0,-0.761573388256559,A,
560,561.0,2.011256681463137,D,
561,562.0,-0.044595426455857,D,
562,563.0,0.1950696971513811,C,
563,564.0,-1.7815628557055914,C,
564,565.0,-0.7290446587946957,C,
565,566.0,0.1965574007287849,B,
566,567.0,0.3547576931132181,C,
567,568.0,0.6168865543932788,A,
568,569.0,0.0086278989175763,B,
569,570.0,0.5270042084546597,B,
570,571.0,0.453781912635684,D,
571,572.0,-1.8297404110045317,B,
572,573.0,0.0370057219101495,B,
573,574.0,0.7679024077327037,A,
574,575.0,0.5898798207345195,D,
575,576.0,-0.3638588099707899,A,
576,577.0,-0.8056265075393678,D,
577,578.0,-1.1183119243216322,C,
578,579.0,-0.1310540115414123,C,
579,580.0,1.133079879559722,B,
580,581.0,-1.951804101481602,D,
581,582.0,-0.659891729729498,D,
582,583.0,-1.139802455426774,C,
583,584.0,0.7849575212405001,D,
584,585.0,-0.5543096265713009,D,
585,586.0,-0.4706376581547914,B,
586,587.0,-0.216949569936649,D,
587,588.0,0.4453932508947973,C,
588,589.0,-0.3923889981496367,C,
589,590.0,-3.046143054799926,B,
590,591.0,0.5433118913875197,A,
591,592.0,0.4390429576720425,D,
592,593.0,-0.2195410283312132,C,
593,594.0,-1.0840366206719343,A,
594,595.0,0.3517801106813583,C,
595,596.0,0.3792355335355867,B,
596,597.0,-0.4700328827008748,B,
597,598.0,-0.2167314705755386,C,
598,599.0,-0.9301565025243212,B,
599,600.0,-0.1785890920873291,B,
600,601.0,-1.550429345083481,B,
601,602.0,0.4173188210318355,C,
602,603.0,-0.944368490824294,A,
603,604.0,0.2381031478323121,D,
604,605.0,-1.4059629162678993,C,
605,606.0,-0.5900576458695397,B,
606,607.0,-0.1104894050659278,D,
607,608.0,-1.6606998118692633,C,
608,609.0,0.1151478731400921,D,
609,610.0,-0.3791475628799227,D,
610,611.0,-1.7423561978092306,D,
611,612.0,-1.3032427541123155,C,
612,613.0,0.6051200840821667,B,
613,614.0,0.895555985551324,B,
614,615.0,-0.131908639779967,B,
615,616.0,0.4047618120404975,D,
616,617.0,0.2238435633129107,B,
617,618.0,0.329622982127738,D,
618,619.0,1.285984007080293,D,
619,620.0,-1.506998398214272,D,
620,621.0,0.6764607323616232,B,
621,622.0,-0.3820089555778202,A,
622,623.0,-0.2242589342516403,B,
623,624.0,-0.30224973045507,D,
624,625.0,-0.3751471166612838,A,
625,626.0,-1.226196191783019,D,
626,627.0,0.1833391992576012,D,
627,628.0,1.6709430327888573,C,
628,629.0,-0.0561330204487571,D,
629,630.0,-0.0013850427350957,A,
630,631.0,-0.6872990371566635,B,
631,632.0,-0.1174745464181114,D,
632,633.0,0.4661664260340307,D,
633,634.0,-0.3702424407043429,C,
634,635.0,-0.453804041052001,D,
635,636.0,0.4032645401632468,A,
636,637.0,-0.9180047698190454,D,
637,638.0,0.2524966270768724,C,
638,639.0,0.8203217972614217,D,
639,640.0,1.3599485416794843,B,
640,641.0,-0.0903820072769468,A,
641,642.0,1.3675972398067135,B,
642,643.0,1.034409886481518,C,
643,644.0,-0.9962126403710662,D,
644,645.0,-1.217938511593151,C,
645,646.0,-0.3049636378544204,B,
646,647.0,1.0289354925948542,C,
647,648.0,-0.0722870075600049,C,
648,649.0,-0.6006575576577885,C,
649,650.0,1.5522431800485608,B,
650,651.0,0.2869044880033464,B,
651,652.0,-2.3205942757907416,C,
652,653.0,0.3171606262926887,C,
653,654.0,0.5200406145708678,B,
654,655.0,0.2256086544711038,D,
655,656.0,0.4497121002319925,A,
656,657.0,-0.0672756089229817,D,
657,658.0,-1.3183958696447342,A,
658,659.0,-0.3707040032204534,D,
659,660.0,-0.9456157955562914,A,
660,661.0,-0.9327409107943778,B,
661,662.0,-1.2630683491022754,B,
662,663.0,0.4524890926396464,C,
663,664.0,0.0978961454126271,C,
664,665.0,-0.448165362680708,B,
665,666.0,-0.6493379277303881,C,
666,667.0,-0.0234231050214521,C,
667,668.0,1.0791947281124892,D,
668,669.0,-2.004215715498915,D,
669,670.0,0.3768765208508927,C,
670,671.0,-0.5457119740177824,B,
671,672.0,-1.884585844979448,C,
672,673.0,-1.9457030831639588,B,
673,674.0,-0.9127834941352918,C,
674,675.0,0.2195095557930452,C,
675,676.0,0.3930629339800916,D,
676,677.0,-0.9389815726777851,C,
677,678.0,1.0170209914132446,B,
678,679.0,1.422983496516106,D,
679,680.0,0.3960865849565602,A,
680,681.0,-0.5914026678081108,D,
681,682.0,1.1244191845103682,C,
682,683.0,0.7553956956633383,D,
683,684.0,0.867407411354918,A,
684,685.0,-0.6564636749715315,C,
685,686.0,-2.8345545052747023,B,
686,687.0,2.116791021483676,B,
687,688.0,-1.6108784034499335,C,
688,689.0,-0.0357680718602211,D,
689,690.0,2.3807453512197503,C,
690,691.0,0.330576756274374,A,
691,692.0,0.9492464735582355,A,
692,693.0,-1.5023965693817127,D,
693,694.0,-1.7776669547337065,C,
694,695.0,-0.5327027919795545,D,
695,696.0,1.0907497344345,C,
696,697.0,-0.3462494476473099,C,
697,698.0,-0.7946363210714987,A,
698,699.0,0.1979672899449674,A,
699,700.0,1.0819352184772653,D,
700,701.0,-1.4449401990733717,B,
701,702.0,-1.2105429941233516,D,
702,703.0,-0.7886692545093662,A,
703,704.0,1.0946383747120914,D,
704,705.0,0.2348215259487319,D,
705,706.0,2.132153410570444,D,
706,707.0,0.9364457258311158,C,
707,708.0,-0.0350951768696703,A,
708,709.0,1.265077838088766,B,
709,710.0,0.211497012731878,C,
710,711.0,-0.7049213525074449,C,
711,712.0,0.6799748442451024,B,
712,713.0,-0.6963266538610828,D,
713,714.0,-0.2903971008038667,B,
714,715.0,1.327782695957983,B,
715,716.0,-0.1012814862173993,C,
716,717.0,-0.8031413873416283,A,
717,718.0,-0.4643376914354916,A,
718,719.0,1.021790585588673,C,
719,720.0,-0.5525406734167292,D,
720,721.0,-0.3868708468506465,B,
721,722.0,-0.5102927396336285,A,
722,723.0,0.1839254943403099,A,
723,724.0,-0.3854897603756083,B,
724,725.0,-1.601836048972537,D,
725,726.0,-0.8871809418450403,A,
726,727.0,-0.9327890415064384,C,
727,728.0,1.2433193844551549,B,
728,729.0,0.8126740421090424,B,
729,730.0,0.587259379399826,B,
730,731.0,-0.5053583172644099,D,
731,732.0,-0.8157915419939713,A,
732,733.0,-0.507517601657357,B,
733,734.0,-1.051880102551674,D,
734,735.0,2.497200391587007,A,
735,736.0,-2.245321648371402,D,
736,737.0,0.5640085350738091,A,
737,738.0,-1.2845522979925272,D,
738,739.0,-0.1043434914946926,D,
739,740.0,-0.9880019424937344,A,
740,741.0,-1.1776289624826308,B,
741,742.0,-1.1401963009349616,D,
742,743.0,1.7549861537420586,D,
743,744.0,-0.1329884223095919,D,
744,745.0,-0.7657021944780863,A,
745,746.0,0.555786964082873,B,
746,747.0,0.0103493145662993,D,
747,748.0,0.7200337593416528,A,
748,749.0,-1.82425665593783,D,
749,750.0,0.3036039044620014,C,
750,751.0,0.7726948371023817,A,
751,752.0,-1.6615982911145637,A,
752,753.0,0.4481952844233124,A,
753,754.0,1.6961815728281606,D,
754,755.0,-0.0148577033547027,C,
755,756.0,0.8214059370248112,C,
756,757.0,0.6705704503109099,A,
757,758.0,-0.7075056975105769,C,
758,759.0,0.0397667345864951,B,
759,760.0,-1.5669947108616025,B,
760,761.0,-0.4513030371025261,A,
