,id,value1,category,id,value2,timestamp
27,28,-0.1871838500258336,D,25028,27.589106881247076,2021-01-01 00:27:00
28,29,1.5327792143584575,B,25029,45.69636056930637,2021-01-01 00:28:00
29,30,1.469358769900285,A,25030,34.52653928899859,2021-01-01 00:29:00
30,31,0.1549474256969163,D,25031,71.02235260820086,2021-01-01 00:30:00
31,32,0.3781625196021735,C,25032,16.933505273280247,2021-01-01 00:31:00
32,33,-0.8877857476301128,B,25033,2.774344424622166,2021-01-01 00:32:00
33,34,-1.980796468223927,D,25034,70.64258223447287,2021-01-01 00:33:00
34,35,-0.3479121493261526,D,25035,15.456571495339343,2021-01-01 00:34:00
35,36,0.15634896910398,B,25036,54.93574496444053,2021-01-01 00:35:00
36,37,1.2302906807277207,B,25037,49.07617915196491,2021-01-01 00:36:00
37,38,1.2023798487844113,C,25038,58.1771278536643,2021-01-01 00:37:00
38,39,-0.3873268174079523,C,25039,94.5408153976344,2021-01-01 00:38:00
39,40,-0.3023027505753355,B,25040,55.93651663341449,2021-01-01 00:39:00
40,41,-1.0485529650670926,C,25041,59.32774586620519,2021-01-01 00:40:00
41,42,-1.4200179371789752,D,25042,96.83860715669547,2021-01-01 00:41:00
42,43,-1.7062701906250126,C,25043,63.27409431883587,2021-01-01 00:42:00
43,44,1.9507753952317897,B,25044,76.12440398170632,2021-01-01 00:43:00
44,45,-0.5096521817516535,B,25045,92.12968082484674,2021-01-01 00:44:00
45,46,-0.4380743016111864,B,25046,90.33162544265176,2021-01-01 00:45:00
46,47,-1.2527953600499262,A,25047,61.12671111399322,2021-01-01 00:46:00
47,48,0.7774903558319101,D,25048,34.37727354933199,2021-01-01 00:47:00
48,49,-1.6138978475579515,C,25049,66.32480820958136,2021-01-01 00:48:00
49,50,-0.2127402802139687,A,25050,30.34421130357889,2021-01-01 00:49:00
50,51,-0.8954665611936756,C,25051,46.93223486822422,2021-01-01 00:50:00
51,52,0.386902497859262,D,25052,85.06890210953603,2021-01-01 00:51:00
52,53,-0.510805137568873,D,25053,31.442205968601368,2021-01-01 00:52:00
53,54,-1.180632184122412,D,25054,66.13736906318154,2021-01-01 00:53:00
54,55,-0.0281822283386548,C,25055,82.40078940456496,2021-01-01 00:54:00
55,56,0.4283318705304176,A,25056,52.15718755438255,2021-01-01 00:55:00
56,57,0.0665172223831678,C,25057,88.72496731880449,2021-01-01 00:56:00
57,58,0.3024718977397814,D,25058,34.667748686989256,2021-01-01 00:57:00
58,59,-0.6343220936809636,D,25059,60.36336050036433,2021-01-01 00:58:00
59,60,-0.3627411659871381,D,25060,47.176026478374254,2021-01-01 00:59:00
60,61,-0.672460447775951,A,25061,15.05427748164937,2021-01-01 01:00:00
61,62,-0.3595531615405413,A,25062,86.22716223910926,2021-01-01 01:01:00
62,63,-0.813146282044454,C,25063,11.44706346098201,2021-01-01 01:02:00
63,64,-1.7262826023316769,B,25064,15.118441735823062,2021-01-01 01:03:00
64,65,0.1774261422537528,A,25065,17.07831751663429,2021-01-01 01:04:00
65,66,-0.4017809362082619,A,25066,1.8046628824363031,2021-01-01 01:05:00
66,67,-1.6301983469660446,A,25067,37.20512155816931,2021-01-01 01:06:00
67,68,0.4627822555257742,A,25068,7.1150942608349865,2021-01-01 01:07:00
68,69,-0.9072983643832422,C,25069,25.297934903224903,2021-01-01 01:08:00
69,70,0.0519453957961389,C,25070,80.996669042098,2021-01-01 01:09:00
70,71,0.7290905621775369,D,25071,82.03556642450704,2021-01-01 01:10:00
71,72,0.1289829107574106,A,25072,19.154195543188944,2021-01-01 01:11:00
72,73,1.139400684543301,C,25073,12.93756570147867,2021-01-01 01:12:00
73,74,-1.2348258203536526,B,25074,29.282855417327603,2021-01-01 01:13:00
74,75,0.402341641177549,C,25075,15.579918834179018,2021-01-01 01:14:00
75,76,-0.6848100909403132,B,25076,24.79307034070873,2021-01-01 01:15:00
76,77,-0.8707971491818818,D,25077,68.933605505227,2021-01-01 01:16:00
77,78,-0.5788496647644155,D,25078,67.15214965373761,2021-01-01 01:17:00
78,79,-0.3115525321273726,D,25079,59.21386528192805,2021-01-01 01:18:00
79,80,0.0561653422297454,B,25080,93.75164797835804,2021-01-01 01:19:00
80,81,-1.1651498407833565,C,25081,9.826719720704958,2021-01-01 01:20:00
81,82,0.9008264869541872,C,25082,73.78837817088069,2021-01-01 01:21:00
82,83,0.4656624397304598,D,25083,65.66584936436014,2021-01-01 01:22:00
83,84,-1.5362436862772235,D,25084,89.14026124399608,2021-01-01 01:23:00
84,85,1.4882521937955997,B,25085,29.46714316107677,2021-01-01 01:24:00
85,86,1.8958891760305832,A,25086,30.1645276916111,2021-01-01 01:25:00
86,87,1.1787795711596507,B,25087,77.70420278187399,2021-01-01 01:26:00
87,88,-0.1799248358123509,A,25088,43.17157659909557,2021-01-01 01:27:00
88,89,-1.0707526215105423,D,25089,56.94451808052556,2021-01-01 01:28:00
89,90,1.0544517269311366,C,25090,21.56473358257527,2021-01-01 01:29:00
90,91,-0.4031769469731796,B,25091,92.76968944058656,2021-01-01 01:30:00
91,92,1.2224450703824274,D,25092,65.27960296557997,2021-01-01 01:31:00
92,93,0.2082749780768603,A,25093,38.67909355473167,2021-01-01 01:32:00
93,94,0.9766390364837128,C,25094,25.79846142720329,2021-01-01 01:33:00
94,95,0.3563663971744019,A,25095,36.33373050048832,2021-01-01 01:34:00
95,96,0.7065731681919482,A,25096,98.45250657847104,2021-01-01 01:35:00
96,97,0.0105000207208204,A,25097,89.63657446530972,2021-01-01 01:36:00
97,98,1.7858704939058352,B,25098,61.95056156361651,2021-01-01 01:37:00
98,99,0.1269120927036199,B,25099,9.4169476970403,2021-01-01 01:38:00
99,100,0.4019893634447016,C,25100,96.44266999650505,2021-01-01 01:39:00
100,101,1.8831506970562544,C,25101,22.069760830359574,2021-01-01 01:40:00
101,102,-1.3477590611424464,D,25102,82.81513624880816,2021-01-01 01:41:00
102,103,-1.2704849984857336,D,25103,41.38706070186527,2021-01-01 01:42:00
103,104,0.9693967081580112,D,25104,16.6552669260816,2021-01-01 01:43:00
104,105,-1.17312340511416,C,25105,31.428322264159718,2021-01-01 01:44:00
105,106,1.9436211856492929,D,25106,21.292209135764,2021-01-01 01:45:00
106,107,-0.4136189807597473,A,25107,25.97067349278204,2021-01-01 01:46:00
107,108,-0.7474548114407578,B,25108,25.90057392692569,2021-01-01 01:47:00
108,109,1.9229420264803847,A,25109,64.26785747918842,2021-01-01 01:48:00
109,110,1.4805147914344243,B,25110,67.86923706376801,2021-01-01 01:49:00
110,111,1.8675589604265697,D,25111,69.2174245953551,2021-01-01 01:50:00
111,112,0.9060446582753852,A,25112,92.00172767515168,2021-01-01 01:51:00
112,113,-0.8612256850547025,D,25113,77.22691583755945,2021-01-01 01:52:00
113,114,1.9100649530990337,B,25114,66.84068890325334,2021-01-01 01:53:00
114,115,-0.2680033709513804,C,25115,93.2494495486588,2021-01-01 01:54:00
115,116,0.8024563957963952,C,25116,93.57305447575476,2021-01-01 01:55:00
116,117,0.947251967773748,C,25117,9.746471483516215,2021-01-01 01:56:00
117,118,-0.1550100930908342,D,25118,10.349412758422003,2021-01-01 01:57:00
118,119,0.6140793703460803,B,25119,54.7258057572724,2021-01-01 01:58:00
119,120,0.9222066715665268,A,25120,12.889914258492642,2021-01-01 01:59:00
120,121,0.3764255311556294,A,25121,55.10261809879401,2021-01-01 02:00:00
121,122,-1.0994007905841945,B,25122,17.128610765910366,2021-01-01 02:01:00
122,123,0.298238174206056,D,25123,71.75930447886802,2021-01-01 02:02:00
123,124,1.3263858966870303,D,25124,14.025764059542489,2021-01-01 02:03:00
124,125,-0.6945678597313655,A,25125,48.56030596622326,2021-01-01 02:04:00
125,126,-0.1496345403276707,A,25126,49.68311369073688,2021-01-01 02:05:00
126,127,-0.4351535517216374,C,25127,37.85409265628532,2021-01-01 02:06:00
127,128,1.8492637284793416,A,25128,58.02609630956064,2021-01-01 02:07:00
128,129,0.6722947570124355,A,25129,88.24674169406052,2021-01-01 02:08:00
129,130,0.4074618362411104,C,25130,82.22833925584122,2021-01-01 02:09:00
130,131,-0.7699160744453164,B,25131,26.505013261535925,2021-01-01 02:10:00
131,132,0.5392491912918173,C,25132,32.11836458434003,2021-01-01 02:11:00
132,133,-0.6743326606573761,B,25133,63.04994467838689,2021-01-01 02:12:00
133,134,0.0318305582743511,C,25134,75.21227658868582,2021-01-01 02:13:00
134,135,-0.635846078378881,C,25135,98.6250566859312,2021-01-01 02:14:00
135,136,0.6764332949464997,D,25136,31.35129521206961,2021-01-01 02:15:00
136,137,0.5765908166149409,B,25137,34.90126034615049,2021-01-01 02:16:00
137,138,-0.2082987555779948,C,25138,51.32599987239031,2021-01-01 02:17:00
138,139,0.3960067126616453,D,25139,92.87209571155717,2021-01-01 02:18:00
139,140,-1.0930615087305058,C,25140,77.45703045750815,2021-01-01 02:19:00
140,141,-1.4912575927056055,C,25141,88.12491207255195,2021-01-01 02:20:00
141,142,0.4393917012645369,A,25142,94.32921788250673,2021-01-01 02:21:00
142,143,0.166673495372529,D,25143,77.53229215562715,2021-01-01 02:22:00
143,144,0.6350314368921064,A,25144,9.449283564870704,2021-01-01 02:23:00
144,145,2.383144774863942,C,25145,52.81860689659644,2021-01-01 02:24:00
145,146,0.9444794869904138,A,25146,73.21362424555379,2021-01-01 02:25:00
146,147,-0.9128222254441586,B,25147,86.04669776025123,2021-01-01 02:26:00
147,148,1.117016288095853,C,25148,26.281506651932894,2021-01-01 02:27:00
148,149,-1.3159074105115212,D,25149,49.63711201806855,2021-01-01 02:28:00
149,150,-0.461584604814709,C,25150,50.79030481127086,2021-01-01 02:29:00
150,151,-0.0682416053246312,C,25151,44.96105979006442,2021-01-01 02:30:00
151,152,1.7133427216493666,B,25152,61.35428069951065,2021-01-01 02:31:00
152,153,-0.7447548220484399,C,25153,54.97762776651551,2021-01-01 02:32:00
153,154,-0.8264385386590144,B,25154,56.40314858499891,2021-01-01 02:33:00
154,155,-0.0984525244254323,B,25155,47.488409051089455,2021-01-01 02:34:00
155,156,-0.6634782863621074,C,25156,80.04777396965224,2021-01-01 02:35:00
156,157,1.126635922106507,B,25157,45.93179393295173,2021-01-01 02:36:00
157,158,-1.079931508363423,B,25158,19.45217546440325,2021-01-01 02:37:00
158,159,-1.1474686524111024,D,25159,89.40475072822561,2021-01-01 02:38:00
159,160,-0.437820044744434,C,25160,90.05380551704049,2021-01-01 02:39:00
160,161,-0.4980324506923049,A,25161,47.60437097507071,2021-01-01 02:40:00
161,162,1.9295320538169856,B,25162,46.76736486549144,2021-01-01 02:41:00
162,163,0.9494208069257608,B,25163,71.97436634724042,2021-01-01 02:42:00
163,164,0.0875512413851909,D,25164,47.41053384911964,2021-01-01 02:43:00
164,165,-1.225435518830168,D,25165,26.889897013281903,2021-01-01 02:44:00
165,166,0.8443629764015471,B,25166,43.91077716178159,2021-01-01 02:45:00
166,167,-1.0002153473895647,D,25167,29.90966846341244,2021-01-01 02:46:00
167,168,-1.5447710967776116,D,25168,44.271876022560896,2021-01-01 02:47:00
168,169,1.1880297923523018,D,25169,64.45858404784269,2021-01-01 02:48:00
169,170,0.3169426119248496,D,25170,37.65997573111968,2021-01-01 02:49:00
170,171,0.920858823780819,C,25171,76.47381196529996,2021-01-01 02:50:00
171,172,0.3187276529430212,B,25172,11.14358899769069,2021-01-01 02:51:00
172,173,0.8568306119026912,C,25173,99.65526957484133,2021-01-01 02:52:00
173,174,-0.6510255933001469,B,25174,97.66061001625138,2021-01-01 02:53:00
174,175,-1.034242841784465,C,25175,32.21873547257291,2021-01-01 02:54:00
175,176,0.681594518281627,B,25176,10.051427962582816,2021-01-01 02:55:00
176,177,-0.8034096641738411,C,25177,86.93047993090136,2021-01-01 02:56:00
177,178,-0.6895497777502005,B,25178,0.8533547163232735,2021-01-01 02:57:00
178,179,-0.4555325035173431,C,25179,82.08172898060701,2021-01-01 02:58:00
179,180,0.0174791590250567,A,25180,22.751508246823025,2021-01-01 02:59:00
180,181,-0.3539939112534839,A,25181,68.07017225898132,2021-01-01 03:00:00
181,182,-1.3749512934180188,C,25182,5.135733198665093,2021-01-01 03:01:00
182,183,-0.6436184028328905,A,25183,38.00745378839125,2021-01-01 03:02:00
183,184,-2.223403152224426,A,25184,1.1360350482372827,2021-01-01 03:03:00
184,185,0.6252314510271875,C,25185,94.28844876381214,2021-01-01 03:04:00
185,186,-1.6020576556067476,A,25186,91.54072226255283,2021-01-01 03:05:00
186,187,-1.1043833394284506,D,25187,42.85056174024013,2021-01-01 03:06:00
187,188,0.0521650792609744,D,25188,51.324844036030456,2021-01-01 03:07:00
188,189,-0.7395629963913133,B,25189,52.93422690916661,2021-01-01 03:08:00
189,190,1.5430145954067358,B,25190,95.913534721409,2021-01-01 03:09:00
190,191,-1.2928569097234486,C,25191,78.6574882217873,2021-01-01 03:10:00
191,192,0.2670508693491829,C,25192,60.831507424273,2021-01-01 03:11:00
192,193,-0.0392828182274956,C,25193,74.79156554619763,2021-01-01 03:12:00
193,194,-1.1680934977411974,A,25194,16.73192688120311,2021-01-01 03:13:00
194,195,0.5232766605317537,A,25195,51.83709382854352,2021-01-01 03:14:00
195,196,-0.1715463312222481,A,25196,46.30340000119395,2021-01-01 03:15:00
196,197,0.7717905512136674,B,25197,28.710796697598383,2021-01-01 03:16:00
197,198,0.8235041539637314,D,25198,18.060919341183755,2021-01-01 03:17:00
198,199,2.16323594928069,A,25199,93.34292982864967,2021-01-01 03:18:00
199,200,1.336527949436392,D,25200,72.20290061614759,2021-01-01 03:19:00
200,201,-0.3691818379424436,B,25201,56.786201463472665,2021-01-01 03:20:00
201,202,-0.2393791775759264,D,25202,30.53606176044904,2021-01-01 03:21:00
202,203,1.0996595958871132,D,25203,61.32942427693772,2021-01-01 03:22:00
203,204,0.6552637307225978,A,25204,88.28660024723153,2021-01-01 03:23:00
204,205,0.640131526097592,B,25205,19.84292955213209,2021-01-01 03:24:00
205,206,-1.6169560443108344,B,25206,89.68386071612642,2021-01-01 03:25:00
206,207,-0.0243261243989356,B,25207,74.74448541586737,2021-01-01 03:26:00
207,208,-0.7380309092056887,A,25208,69.02372308407597,2021-01-01 03:27:00
208,209,0.2799245990432382,A,25209,31.07874977328855,2021-01-01 03:28:00
209,210,-0.0981503896429579,B,25210,12.422803814527173,2021-01-01 03:29:00
210,211,0.910178908092592,D,25211,52.18048097879544,2021-01-01 03:30:00
211,212,0.317218215191302,C,25212,25.51942431710405,2021-01-01 03:31:00
212,213,0.7863279621089762,A,25213,42.81457589758293,2021-01-01 03:32:00
213,214,-0.466419096735943,B,25214,10.99752564149834,2021-01-01 03:33:00
214,215,-0.9444462559182504,B,25215,74.96464622188648,2021-01-01 03:34:00
215,216,-0.4100496932025484,D,25216,17.785990345931523,2021-01-01 03:35:00
216,217,-0.0170204138614405,B,25217,66.17804589637839,2021-01-01 03:36:00
217,218,0.3791517355550818,C,25218,21.04968882061088,2021-01-01 03:37:00
218,219,2.259308950690852,B,25219,60.70463624936233,2021-01-01 03:38:00
219,220,-0.0422571516606426,A,25220,93.99419378242185,2021-01-01 03:39:00
220,221,-0.955945000492777,B,25221,23.351774100859203,2021-01-01 03:40:00
221,222,-0.3459817756993864,A,25222,78.8371241068218,2021-01-01 03:41:00
222,223,-0.4635959746460942,A,25223,43.27798881440154,2021-01-01 03:42:00
223,224,0.4814814737734622,B,25224,95.9890426643931,2021-01-01 03:43:00
224,225,-1.5407970144446248,B,25225,23.443570325603,2021-01-01 03:44:00
225,226,0.0632619942003317,B,25226,42.24326644597832,2021-01-01 03:45:00
226,227,0.1565065379653756,C,25227,76.68931391054102,2021-01-01 03:46:00
227,228,0.2321810362002757,D,25228,83.14469264786626,2021-01-01 03:47:00
228,229,-0.5973160689653627,D,25229,55.287658227615786,2021-01-01 03:48:00
229,230,-0.237921729736007,A,25230,36.65239458482367,2021-01-01 03:49:00
230,231,-1.4240609089825316,D,25231,35.20240276552072,2021-01-01 03:50:00
231,232,-0.493319883362194,C,25232,2.823255340158426,2021-01-01 03:51:00
232,233,-0.5428614760167177,C,25233,59.64666305407539,2021-01-01 03:52:00
233,234,0.4160500462614255,D,25234,52.86762447774242,2021-01-01 03:53:00
234,235,-1.1561824318219127,A,25235,84.396301073733,2021-01-01 03:54:00
235,236,0.7811981017099934,B,25236,28.343150392676183,2021-01-01 03:55:00
236,237,1.4944845444913688,D,25237,39.51248295593293,2021-01-01 03:56:00
237,238,-2.0699850250135325,C,25238,91.81517956648412,2021-01-01 03:57:00
238,239,0.4262587307781009,C,25239,6.897743324228911,2021-01-01 03:58:00
239,240,0.6769080350302455,C,25240,21.78478289044865,2021-01-01 03:59:00
240,241,-0.637437025552229,C,25241,64.04789837497404,2021-01-01 04:00:00
241,242,-0.3972718143287976,B,25242,26.65449713268525,2021-01-01 04:01:00
242,243,-0.1328805775869556,B,25243,76.0936241839063,2021-01-01 04:02:00
243,244,-0.2977908794017283,C,25244,87.03762828043394,2021-01-01 04:03:00
244,245,-0.3090129690471222,B,25245,75.28087577874811,2021-01-01 04:04:00
245,246,-1.6760038063299767,D,25246,48.77280887259445,2021-01-01 04:05:00
246,247,1.15233156478312,B,25247,14.995889797745589,2021-01-01 04:06:00
247,248,1.079618592036821,C,25248,42.71872217527877,2021-01-01 04:07:00
248,249,-0.8133642592042029,C,25249,41.48970761809463,2021-01-01 04:08:00
249,250,-1.466424327802514,B,25250,15.814401661901613,2021-01-01 04:09:00
250,251,0.5210648764527586,A,25251,50.58725121100161,2021-01-01 04:10:00
251,252,-0.5757879698130661,B,25252,26.107655853608343,2021-01-01 04:11:00
252,253,0.1419531633207796,D,25253,26.49541505338391,2021-01-01 04:12:00
253,254,-0.3193284171450952,D,25254,83.6537149154935,2021-01-01 04:13:00
254,255,0.6915387510701866,A,25255,98.7154121129176,2021-01-01 04:14:00
255,256,0.6947491436560059,C,25256,90.95251706491231,2021-01-01 04:15:00
256,257,-0.7255973784635843,A,25257,67.370344495914,2021-01-01 04:16:00
257,258,-1.3833639553950554,D,25258,52.52934584257165,2021-01-01 04:17:00
258,259,-1.582938397335082,A,25259,39.467444679789374,2021-01-01 04:18:00
259,260,0.6103793791072052,D,25260,54.68617145038975,2021-01-01 04:19:00
260,261,-1.188859257784029,C,25261,90.31168318836372,2021-01-01 04:20:00
261,262,-0.5068163542986875,C,25262,55.41934802458839,2021-01-01 04:21:00
262,263,-0.5963140384505081,A,25263,41.32331050239954,2021-01-01 04:22:00
263,264,-0.0525672962695462,A,25264,36.6178490687234,2021-01-01 04:23:00
264,265,-1.936279805846507,B,25265,24.233372198289228,2021-01-01 04:24:00
265,266,0.1887785967938285,A,25266,61.22222072541372,2021-01-01 04:25:00
266,267,0.5238910238342056,C,25267,22.11021938872131,2021-01-01 04:26:00
267,268,0.0884220870446614,D,25268,51.206539269793296,2021-01-01 04:27:00
268,269,-0.3108861716984717,D,25269,28.074702276609976,2021-01-01 04:28:00
269,270,0.0974001662687834,A,25270,36.816280328390775,2021-01-01 04:29:00
270,271,0.3990463456401302,C,25271,66.49695423790456,2021-01-01 04:30:00
271,272,-2.77259275642665,D,25272,21.847626333105,2021-01-01 04:31:00
272,273,1.9559123082506944,A,25273,18.61290897314092,2021-01-01 04:32:00
273,274,0.3900933226879264,D,25274,79.73435176128235,2021-01-01 04:33:00
274,275,-0.65240858238702,A,25275,95.80611918891128,2021-01-01 04:34:00
275,276,-0.3909533751876011,C,25276,97.6277570228542,2021-01-01 04:35:00
276,277,0.4937417773491884,A,25277,45.53787690712719,2021-01-01 04:36:00
277,278,-0.1161039390343665,D,25278,96.54540786666068,2021-01-01 04:37:00
278,279,-2.0306844677814944,B,25279,57.12400841987348,2021-01-01 04:38:00
279,280,2.0644928613593194,A,25280,62.99516706859877,2021-01-01 04:39:00
280,281,-0.1105406572324726,B,25281,79.81444873165304,2021-01-01 04:40:00
281,282,1.0201727117157997,A,25282,11.13692468161963,2021-01-01 04:41:00
282,283,-0.6920498477843912,C,25283,71.38948936418163,2021-01-01 04:42:00
283,284,1.5363770542457975,C,25284,7.511313323392288,2021-01-01 04:43:00
284,285,0.2863436888922795,A,25285,13.898847580090813,2021-01-01 04:44:00
285,286,0.6088438344754508,C,25286,97.61169375521392,2021-01-01 04:45:00
286,287,-1.0452533661469547,A,25287,82.08371643194661,2021-01-01 04:46:00
287,288,1.2111452896827009,B,25288,61.62311105140645,2021-01-01 04:47:00
288,289,0.6898181645347884,C,25289,74.51267731981144,2021-01-01 04:48:00
289,290,1.3018462295649984,C,25290,47.844693361557255,2021-01-01 04:49:00
290,291,-0.6280875596415789,B,25291,22.982053245322557,2021-01-01 04:50:00
291,292,-0.4810271184607877,D,25292,56.99050198734523,2021-01-01 04:51:00
292,293,2.303916697683942,B,25293,71.31045497907922,2021-01-01 04:52:00
293,294,-1.0600158227215473,A,25294,26.80888333106776,2021-01-01 04:53:00
294,295,-0.1359497006783208,A,25295,64.54665437884097,2021-01-01 04:54:00
295,296,1.1368913626026953,C,25296,47.50903176145444,2021-01-01 04:55:00
296,297,0.0977249677148556,A,25297,38.46298363802987,2021-01-01 04:56:00
297,298,0.5829536797532936,D,25298,84.6042079718149,2021-01-01 04:57:00
298,299,-0.3994490292628752,A,25299,48.9498439388336,2021-01-01 04:58:00
299,300,0.3700558878475187,A,25300,83.04130727780897,2021-01-01 04:59:00
300,301,-1.3065268517353166,C,25301,29.711228400291745,2021-01-01 05:00:00
301,302,1.658130679618188,C,25302,2.408740373634599,2021-01-01 05:01:00
302,303,-0.1181640451285697,D,25303,23.173269419347207,2021-01-01 05:02:00
303,304,-0.6801782039968504,D,25304,77.94542705842603,2021-01-01 05:03:00
304,305,0.6663830820319143,C,25305,78.16260205393482,2021-01-01 05:04:00
305,306,-0.4607197873885533,D,25306,91.49859101085616,2021-01-01 05:05:00
306,307,-1.3342584714027534,C,25307,69.20285027434372,2021-01-01 05:06:00
307,308,-1.3467175057975551,C,25308,37.80370273243343,2021-01-01 05:07:00
308,309,0.6937731526901325,B,25309,69.83190803107694,2021-01-01 05:08:00
309,310,-0.1595734381462669,A,25310,39.42560948239139,2021-01-01 05:09:00
310,311,-0.1337015596684391,C,25311,38.14064390193005,2021-01-01 05:10:00
311,312,1.0777438059762627,A,25312,10.646188897364606,2021-01-01 05:11:00
312,313,-1.1268258087567435,D,25313,75.15042314559699,2021-01-01 05:12:00
313,314,-0.7306777528648248,A,25314,6.208132859270021,2021-01-01 05:13:00
314,315,-0.3848798091812754,B,25315,22.1485276795486,2021-01-01 05:14:00
315,316,0.094351589317074,B,25316,72.52717631325096,2021-01-01 05:15:00
316,317,-0.0421714512905789,C,25317,49.49078148881472,2021-01-01 05:16:00
317,318,-0.2868871923899076,A,25318,68.52374838474076,2021-01-01 05:17:00
318,319,-0.0616264020956474,C,25319,36.137118970031125,2021-01-01 05:18:00
319,320,-0.1073052762911746,B,25320,97.22031604552468,2021-01-01 05:19:00
320,321,-0.7196043885517929,B,25321,36.09224081732546,2021-01-01 05:20:00
321,322,-0.8129929885540773,D,25322,44.39495028230661,2021-01-01 05:21:00
322,323,0.2745163577239395,D,25323,89.97676053240878,2021-01-01 05:22:00
323,324,-0.8909150829955279,A,25324,3.411298619323655,2021-01-01 05:23:00
324,325,-1.1573552591908536,A,25325,88.05331612457212,2021-01-01 05:24:00
325,326,-0.3122922511256933,B,25326,43.36185578087688,2021-01-01 05:25:00
326,327,-0.1576670161638159,A,25327,72.46276937864813,2021-01-01 05:26:00
327,328,2.2567234972982093,D,25328,98.1710145497106,2021-01-01 05:27:00
328,329,-0.7047002758562337,A,25329,65.85573238144478,2021-01-01 05:28:00
329,330,0.9432607249694948,D,25330,21.71139745339981,2021-01-01 05:29:00
330,331,0.7471883342046318,B,25331,11.721582599971692,2021-01-01 05:30:00
331,332,-1.188944955203736,D,25332,65.46113033198372,2021-01-01 05:31:00
332,333,0.7732529774025997,D,25333,61.17360182920214,2021-01-01 05:32:00
333,334,-1.1838806401933175,B,25334,15.424698172981731,2021-01-01 05:33:00
334,335,-2.659172237996741,D,25335,89.56768926262419,2021-01-01 05:34:00
335,336,0.6063195243593807,C,25336,80.20999116424811,2021-01-01 05:35:00
336,337,-1.7558905834377194,C,25337,94.93117137637071,2021-01-01 05:36:00
337,338,0.4509344618059148,B,25338,18.002182515033958,2021-01-01 05:37:00
338,339,-0.6840108977372166,B,25339,41.43696365711797,2021-01-01 05:38:00
339,340,1.659550796189872,A,25340,71.06601507991998,2021-01-01 05:39:00
340,341,1.068509399316009,A,25341,76.70599184390421,2021-01-01 05:40:00
341,342,-0.4533858038513876,C,25342,90.51518897331474,2021-01-01 05:41:00
342,343,-0.6878376110286823,A,25343,50.63815107795017,2021-01-01 05:42:00
343,344,-1.2140774030941206,B,25344,68.76623848098681,2021-01-01 05:43:00
344,345,-0.4409226322925914,C,25345,80.81857852853818,2021-01-01 05:44:00
345,346,-0.2803554951845091,B,25346,90.27433022627773,2021-01-01 05:45:00
346,347,-0.3646935443916854,A,25347,3.9859211452232257,2021-01-01 05:46:00
347,348,0.1567038552723639,D,25348,75.0737157876771,2021-01-01 05:47:00
348,349,0.5785214977288784,A,25349,1.360998735972052,2021-01-01 05:48:00
349,350,0.349654456993174,C,25350,46.95855065554895,2021-01-01 05:49:00
350,351,-0.764143923906443,C,25351,81.46214810623168,2021-01-01 05:50:00
351,352,-1.4377914738015785,D,25352,3.548055687853957,2021-01-01 05:51:00
352,353,1.3645318481024713,C,25353,66.58325089256876,2021-01-01 05:52:00
353,354,-0.6894491845499376,A,25354,80.19579938642605,2021-01-01 05:53:00
