Region,Store,Date,ProductCategory,UnitsSold,UnitPrice,Revenue
South,Store_11,2020-01-24,Sports,16,451.28,7220.48
South,Store_3,2020-12-10,Clothing,12,204.16,2449.92
West,Store_2,2020-05-14,Home & Kitchen,5,134.14,670.6999999999999
South,Store_1,2021-04-29,Clothing,16,370.06,5920.96
South,Store_12,2020-10-29,Electronics,19,152.13,2890.47
West,Store_12,2021-02-20,Home & Kitchen,4,269.13,1076.52
East,Store_8,2020-10-25,Home & Kitchen,1,21.44,21.44
West,Store_4,2021-07-30,Home & Kitchen,6,99.28,595.6800000000001
West,Store_18,2021-03-22,Clothing,15,162.55,2438.25
East,Store_9,2020-03-26,Clothing,5,473.25,2366.25
East,Store_9,2020-07-03,Sports,2,47.1,94.2
West,Store_6,2021-11-02,Toys,18,425.89,7666.0199999999995
North,Store_1,2021-11-19,Sports,9,364.62,3281.58
East,Store_2,2021-12-12,Clothing,3,318.91,956.73
West,Store_10,2020-06-26,Sports,15,88.63,1329.4499999999998
South,Store_5,2020-04-22,Clothing,11,128.1,1409.1
North,Store_15,2021-06-08,Sports,19,189.84,3606.96
South,Store_18,2021-10-19,Electronics,15,62.1,931.5
East,Store_18,2020-06-28,Toys,19,17.55,333.45
North,Store_5,2021-01-22,Home & Kitchen,19,66.82,1269.58
West,Store_1,2020-06-07,Clothing,4,204.55,818.2
North,Store_14,2020-03-31,Sports,11,494.7,5441.7
East,Store_20,2021-07-11,Clothing,9,139.52,1255.68
North,Store_8,2021-10-25,Clothing,7,294.46,2061.22
West,Store_7,2021-01-12,Sports,14,45.59,638.26
West,Store_14,2021-04-26,Toys,1,101.95,101.95
North,Store_4,2021-12-22,Sports,16,229.39,3670.24
West,Store_5,2020-10-01,Toys,17,400.86,6814.62
North,Store_2,2021-03-26,Home & Kitchen,8,382.17,3057.36
North,Store_13,2020-02-18,Toys,6,372.46,2234.7599999999998
North,Store_20,2021-06-17,Electronics,2,139.48,278.96
North,Store_9,2020-07-09,Electronics,13,473.1,6150.3
East,Store_2,2020-10-12,Home & Kitchen,12,366.64,4399.68
West,Store_2,2020-11-20,Electronics,11,344.97,3794.67
North,Store_4,2020-06-18,Electronics,7,277.04,1939.2800000000002
West,Store_11,2021-03-21,Clothing,7,191.83,1342.8100000000002
East,Store_9,2020-10-13,Clothing,5,135.18,675.9000000000001
West,Store_13,2020-04-24,Sports,2,346.19,692.38
West,Store_14,2020-12-29,Toys,12,143.6,1723.1999999999998
South,Store_13,2021-05-05,Home & Kitchen,11,128.31,1411.41
South,Store_3,2021-10-04,Toys,18,237.02,4266.360000000001
South,Store_17,2021-06-04,Toys,4,109.18,436.72
North,Store_6,2020-09-08,Electronics,9,418.43,3765.87
South,Store_16,2020-09-06,Toys,5,223.71,1118.55
South,Store_2,2021-11-13,Electronics,10,266.74,2667.4
South,Store_12,2021-08-24,Toys,1,479.9,479.9
West,Store_7,2021-02-11,Toys,9,252.48,2272.3199999999997
North,Store_7,2020-05-08,Home & Kitchen,11,251.42,2765.62
West,Store_18,2021-01-03,Sports,7,372.12,2604.84
South,Store_12,2021-05-28,Home & Kitchen,11,365.9,4024.8999999999996
East,Store_13,2020-06-19,Clothing,8,277.68,2221.44
North,Store_5,2021-11-19,Home & Kitchen,14,126.82,1775.48
South,Store_9,2020-06-25,Electronics,19,125.89,2391.91
East,Store_16,2021-04-01,Clothing,11,344.82,3793.02
North,Store_6,2021-02-06,Electronics,6,213.39,1280.34
East,Store_20,2020-01-19,Sports,15,250.54,3758.1
North,Store_16,2020-09-26,Sports,6,132.25,793.5
South,Store_20,2020-05-15,Sports,4,315.95,1263.8
West,Store_3,2020-12-30,Home & Kitchen,16,333.06,5328.96
East,Store_13,2021-01-22,Sports,5,128.19,640.95
East,Store_14,2021-02-08,Home & Kitchen,15,320.36,4805.400000000001
South,Store_20,2020-08-22,Home & Kitchen,3,205.2,615.5999999999999
North,Store_2,2021-11-21,Electronics,19,303.76,5771.44
West,Store_7,2021-08-01,Toys,14,254.44,3562.16
South,Store_17,2021-07-22,Electronics,6,208.02,1248.1200000000001
South,Store_20,2021-09-10,Clothing,10,138.89,1388.8999999999999
West,Store_5,2020-09-07,Sports,18,471.37,8484.66
North,Store_16,2020-12-02,Toys,15,318.84,4782.599999999999
East,Store_6,2021-09-26,Electronics,16,361.02,5776.32
East,Store_7,2020-08-23,Sports,14,451.21,6316.94
West,Store_11,2021-01-31,Clothing,12,275.31,3303.7200000000003
East,Store_10,2020-06-17,Home & Kitchen,7,74.67,522.69
West,Store_20,2021-05-04,Clothing,1,138.67,138.67
West,Store_20,2020-12-04,Home & Kitchen,11,60.08,660.88
West,Store_10,2020-07-13,Toys,14,421.12,5895.68
East,Store_11,2020-11-20,Electronics,19,57.58,1094.02
South,Store_10,2021-02-10,Clothing,3,191.23,573.6899999999999
East,Store_14,2020-02-11,Toys,1,128.02,128.02
East,Store_10,2020-04-15,Electronics,10,73.54,735.4000000000001
West,Store_2,2020-07-07,Toys,4,430.85,1723.4
East,Store_20,2020-05-20,Toys,13,488.54,6351.02
West,Store_1,2021-05-26,Sports,10,359.16,3591.6000000000004
West,Store_3,2021-09-07,Electronics,13,68.81,894.53
East,Store_5,2020-01-19,Clothing,15,170.75,2561.25
East,Store_9,2021-12-23,Sports,5,319.87,1599.35
West,Store_1,2020-05-11,Sports,10,318.36,3183.6000000000004
North,Store_18,2021-07-29,Toys,2,366.81,733.62
South,Store_1,2021-10-23,Home & Kitchen,10,437.22,4372.200000000001
East,Store_18,2021-02-27,Toys,5,275.52,1377.6
West,Store_8,2021-06-04,Electronics,16,169.79,2716.64
East,Store_8,2021-01-08,Home & Kitchen,11,173.94,1913.34
South,Store_17,2021-07-07,Home & Kitchen,2,79.94,159.88
East,Store_11,2020-06-09,Toys,3,43.47,130.41
South,Store_3,2021-07-14,Clothing,12,268.9,3226.7999999999997
North,Store_19,2021-02-06,Electronics,4,409.92,1639.68
East,Store_10,2021-09-02,Home & Kitchen,16,153.51,2456.16
East,Store_19,2021-03-11,Sports,18,309.2,5565.599999999999
West,Store_13,2021-05-18,Toys,7,136.71,956.97
North,Store_16,2021-12-01,Electronics,17,52.9,899.3
West,Store_11,2020-10-03,Electronics,1,432.23,432.23
East,Store_7,2020-05-25,Home & Kitchen,9,259.01,2331.09
West,Store_12,2021-11-10,Clothing,17,85.89,1460.13
North,Store_19,2020-11-18,Electronics,9,236.85,2131.65
North,Store_6,2020-03-03,Toys,13,294.21,3824.7299999999996
East,Store_12,2021-09-04,Sports,10,489.49,4894.9
North,Store_18,2020-01-13,Sports,3,68.71,206.13
East,Store_9,2021-01-04,Toys,10,104.99,1049.8999999999999
West,Store_18,2021-08-28,Sports,12,461.4,5536.799999999999
East,Store_20,2021-02-07,Toys,6,272.6,1635.6000000000001
East,Store_3,2020-10-31,Clothing,15,495.6,7434.0
West,Store_16,2020-09-22,Clothing,7,332.25,2325.75
North,Store_17,2020-11-21,Clothing,1,330.95,330.95
North,Store_17,2021-02-25,Home & Kitchen,14,440.43,6166.02
North,Store_10,2021-08-22,Sports,8,186.77,1494.16
South,Store_20,2021-07-28,Clothing,13,235.24,3058.12
East,Store_1,2021-05-25,Toys,16,137.12,2193.92
North,Store_13,2021-06-20,Sports,3,103.09,309.27
South,Store_18,2020-02-27,Toys,16,269.99,4319.84
East,Store_16,2021-06-06,Toys,3,334.7,1004.0999999999999
West,Store_7,2021-08-09,Toys,10,283.05,2830.5
East,Store_13,2021-01-27,Sports,5,179.41,897.05
East,Store_18,2021-12-21,Electronics,9,421.34,3792.06
West,Store_5,2020-01-29,Clothing,13,79.42,1032.46
South,Store_15,2021-07-19,Electronics,10,60.79,607.9
North,Store_5,2020-04-17,Sports,12,311.39,3736.68
North,Store_18,2021-02-13,Sports,2,40.15,80.3
North,Store_17,2021-02-24,Home & Kitchen,2,484.05,968.1
West,Store_16,2020-01-09,Sports,11,460.29,5063.1900000000005
West,Store_18,2020-05-04,Toys,7,184.29,1290.03
North,Store_1,2020-11-08,Toys,19,424.41,8063.790000000001
East,Store_16,2020-12-16,Sports,7,44.77,313.39000000000004
East,Store_3,2020-01-11,Toys,17,42.92,729.64
North,Store_8,2020-12-07,Toys,6,276.85,1661.1000000000001
North,Store_14,2021-02-16,Sports,5,279.36,1396.8000000000002
West,Store_3,2020-12-31,Electronics,19,205.98,3913.62
North,Store_14,2020-04-09,Clothing,6,393.15,2358.8999999999996
South,Store_19,2020-06-10,Home & Kitchen,10,58.91,589.0999999999999
East,Store_4,2021-09-16,Sports,17,455.22,7738.740000000001
North,Store_2,2021-08-26,Electronics,10,19.5,195.0
North,Store_4,2021-10-01,Home & Kitchen,14,401.64,5622.96
West,Store_20,2020-01-29,Clothing,7,280.61,1964.27
South,Store_5,2020-12-16,Electronics,17,315.49,5363.33
West,Store_12,2021-06-26,Toys,17,58.93,1001.81
North,Store_19,2020-08-28,Toys,3,119.05,357.15
East,Store_6,2021-12-06,Electronics,4,368.64,1474.56
South,Store_15,2021-05-14,Clothing,10,323.62,3236.2
South,Store_16,2021-05-09,Sports,12,407.17,4886.04
South,Store_13,2021-06-06,Electronics,17,265.79,4518.43
West,Store_7,2020-05-01,Sports,19,107.76,2047.44
North,Store_11,2021-08-25,Sports,1,54.06,54.06
North,Store_18,2021-10-15,Toys,9,273.9,2465.1
North,Store_1,2020-05-18,Electronics,16,164.24,2627.84
South,Store_12,2021-12-01,Clothing,1,321.45,321.45
South,Store_7,2021-02-09,Clothing,5,161.03,805.15
East,Store_15,2021-03-08,Sports,12,228.99,2747.88
South,Store_17,2020-12-09,Sports,6,316.31,1897.8600000000001
North,Store_6,2020-03-17,Home & Kitchen,1,98.57,98.57
North,Store_14,2020-10-18,Home & Kitchen,4,261.72,1046.88
South,Store_3,2020-12-31,Clothing,9,22.51,202.59
East,Store_10,2020-01-17,Electronics,8,101.58,812.64
South,Store_16,2020-09-02,Toys,5,207.29,1036.45
South,Store_3,2020-04-17,Electronics,1,326.75,326.75
West,Store_6,2021-10-14,Toys,3,280.9,842.6999999999999
South,Store_11,2020-05-07,Electronics,11,91.24,1003.64
North,Store_14,2021-07-10,Toys,17,419.82,7136.94
North,Store_11,2021-02-01,Toys,15,400.39,6005.849999999999
North,Store_14,2020-12-14,Electronics,17,177.97,3025.49
West,Store_13,2021-02-14,Sports,12,65.85,790.1999999999999
West,Store_5,2020-09-13,Toys,10,141.4,1414.0
South,Store_2,2020-04-24,Clothing,4,412.81,1651.24
East,Store_5,2020-08-07,Sports,15,403.97,6059.55
South,Store_5,2021-12-12,Electronics,1,482.12,482.12
West,Store_7,2020-06-22,Home & Kitchen,4,77.7,310.8
South,Store_11,2020-02-22,Toys,10,114.93,1149.3000000000002
West,Store_11,2020-09-04,Home & Kitchen,15,237.91,3568.65
North,Store_4,2020-07-16,Home & Kitchen,19,93.26,1771.94
North,Store_3,2021-01-30,Home & Kitchen,1,251.53,251.53
West,Store_13,2020-11-02,Sports,14,392.22,5491.08
South,Store_7,2020-12-06,Clothing,2,130.85,261.7
East,Store_13,2020-08-11,Sports,16,41.48,663.68
North,Store_11,2021-03-21,Clothing,13,183.9,2390.7000000000003
East,Store_3,2020-05-16,Home & Kitchen,3,99.25,297.75
West,Store_20,2021-08-31,Toys,10,451.25,4512.5
West,Store_11,2020-10-10,Clothing,15,207.52,3112.8
East,Store_18,2020-05-05,Clothing,7,241.36,1689.52
West,Store_12,2020-02-02,Sports,10,252.7,2527.0
South,Store_9,2021-07-11,Clothing,7,146.1,1022.6999999999999
South,Store_5,2020-06-23,Sports,11,481.3,5294.3
South,Store_3,2021-07-19,Home & Kitchen,16,338.77,5420.32
West,Store_18,2021-12-15,Sports,8,408.16,3265.28
East,Store_5,2020-12-13,Clothing,1,132.02,132.02
North,Store_9,2020-02-17,Electronics,2,193.48,386.96
North,Store_8,2020-03-09,Sports,2,224.35,448.7
South,Store_3,2021-01-29,Sports,19,248.96,4730.24
North,Store_3,2021-12-29,Clothing,11,206.39,2270.29
West,Store_2,2020-02-13,Clothing,17,82.34,1399.78
East,Store_12,2021-09-04,Toys,2,123.72,247.44
West,Store_13,2021-01-19,Toys,6,101.96,611.76
West,Store_3,2020-06-30,Electronics,8,249.23,1993.84
East,Store_15,2021-06-21,Toys,4,427.12,1708.48
North,Store_18,2020-05-12,Sports,15,440.5,6607.5
East,Store_20,2021-01-25,Electronics,4,42.26,169.04
West,Store_11,2020-01-27,Sports,16,297.63,4762.08
East,Store_13,2021-06-01,Toys,10,416.59,4165.9
East,Store_15,2021-04-24,Sports,9,166.58,1499.22
South,Store_8,2020-06-29,Home & Kitchen,9,240.26,2162.34
South,Store_17,2021-07-08,Clothing,1,444.14,444.14
West,Store_15,2021-03-18,Electronics,2,458.62,917.24
West,Store_4,2020-07-10,Clothing,18,264.3,4757.400000000001
North,Store_15,2021-09-08,Electronics,19,111.85,2125.15
West,Store_11,2021-08-27,Toys,14,417.28,5841.92
North,Store_18,2020-01-03,Clothing,10,364.63,3646.3
North,Store_5,2020-04-04,Clothing,6,403.08,2418.48
East,Store_6,2020-03-31,Electronics,11,271.31,2984.41
East,Store_9,2021-04-01,Clothing,19,499.57,9491.83
West,Store_18,2020-05-29,Toys,12,19.76,237.12
South,Store_13,2021-11-10,Clothing,8,209.08,1672.64
South,Store_17,2021-01-12,Sports,5,444.48,2222.4
North,Store_8,2021-01-17,Toys,8,195.79,1566.32
West,Store_20,2020-09-12,Toys,14,223.9,3134.6
North,Store_3,2021-01-26,Sports,16,244.02,3904.32
East,Store_1,2020-12-31,Toys,4,397.14,1588.56
West,Store_4,2021-03-22,Toys,8,476.65,3813.2
West,Store_19,2020-12-27,Sports,3,397.57,1192.71
South,Store_20,2020-08-25,Clothing,8,204.56,1636.48
West,Store_16,2020-02-05,Toys,13,183.53,2385.89
South,Store_18,2020-01-25,Clothing,15,434.13,6511.95
West,Store_3,2021-03-01,Home & Kitchen,18,62.69,1128.42
East,Store_10,2021-06-21,Home & Kitchen,5,456.56,2282.8
North,Store_11,2021-04-15,Clothing,1,467.1,467.1
South,Store_7,2020-09-29,Toys,9,276.63,2489.67
South,Store_18,2020-08-03,Home & Kitchen,19,314.3,5971.7
West,Store_14,2020-06-29,Toys,10,5.35,53.5
West,Store_8,2020-01-01,Home & Kitchen,5,494.81,2474.05
West,Store_10,2021-11-21,Electronics,9,365.2,3286.7999999999997
South,Store_16,2020-03-27,Clothing,3,265.8,797.4000000000001
South,Store_19,2020-03-18,Toys,8,11.42,91.36
South,Store_8,2021-02-23,Electronics,5,82.15,410.75
West,Store_15,2020-11-17,Clothing,18,154.55,2781.9
West,Store_5,2020-05-08,Home & Kitchen,6,270.98,1625.88
East,Store_18,2021-06-17,Electronics,13,458.66,5962.58
East,Store_20,2020-01-11,Electronics,15,239.03,3585.45
East,Store_10,2020-03-11,Clothing,16,59.76,956.16
North,Store_3,2021-04-23,Electronics,4,80.97,323.88
West,Store_14,2021-11-23,Clothing,12,319.99,3839.88
West,Store_1,2020-08-16,Electronics,17,79.61,1353.37
South,Store_16,2020-04-29,Sports,3,65.79,197.37
East,Store_19,2020-03-10,Toys,8,75.89,607.12
West,Store_6,2020-06-11,Electronics,3,375.32,1125.96
South,Store_13,2020-06-05,Toys,5,262.41,1312.0500000000002
West,Store_11,2021-03-01,Home & Kitchen,10,481.96,4819.599999999999
West,Store_6,2021-09-05,Toys,19,477.01,9063.19
South,Store_6,2020-05-10,Toys,13,295.26,3838.38
South,Store_17,2020-12-10,Sports,4,413.8,1655.2
South,Store_8,2020-03-11,Electronics,10,267.2,2672.0
North,Store_20,2020-11-07,Toys,17,393.12,6683.04
East,Store_3,2020-06-22,Home & Kitchen,11,247.41,2721.5099999999998
East,Store_8,2020-05-03,Sports,10,439.41,4394.1
North,Store_12,2020-12-31,Electronics,17,223.57,3800.69
South,Store_19,2020-03-07,Toys,14,143.8,2013.2000000000003
South,Store_18,2021-04-07,Clothing,17,356.72,6064.240000000001
North,Store_1,2021-10-08,Toys,15,440.17,6602.55
West,Store_15,2020-03-09,Sports,7,350.15,2451.0499999999997
North,Store_5,2021-10-15,Electronics,4,112.76,451.04
North,Store_17,2021-11-05,Home & Kitchen,19,188.02,3572.38
West,Store_11,2020-08-28,Electronics,13,106.67,1386.71
East,Store_2,2020-06-29,Clothing,10,147.18,1471.8000000000002
South,Store_15,2020-06-20,Electronics,5,352.89,1764.4499999999998
East,Store_3,2020-06-20,Home & Kitchen,2,144.06,288.12
South,Store_18,2021-09-09,Clothing,4,55.72,222.88
East,Store_8,2020-08-11,Toys,8,78.71,629.68
North,Store_12,2020-01-30,Sports,1,416.77,416.77
East,Store_1,2020-07-07,Clothing,8,98.57,788.56
North,Store_18,2021-04-25,Clothing,14,464.16,6498.240000000001
South,Store_9,2021-06-23,Toys,5,207.79,1038.95
South,Store_2,2021-07-04,Home & Kitchen,7,163.05,1141.3500000000001
South,Store_6,2020-02-08,Toys,17,429.04,7293.68
North,Store_12,2020-10-04,Clothing,4,333.63,1334.52
West,Store_16,2021-07-27,Sports,12,174.2,2090.3999999999996
North,Store_10,2021-06-22,Toys,2,269.86,539.72
West,Store_9,2021-09-21,Sports,16,295.31,4724.96
North,Store_13,2021-09-12,Home & Kitchen,3,140.36,421.08000000000004
North,Store_19,2021-05-16,Toys,15,323.41,4851.150000000001
North,Store_4,2021-04-21,Toys,18,145.58,2620.44
North,Store_15,2020-11-30,Clothing,6,443.53,2661.18
South,Store_3,2021-01-05,Electronics,14,16.9,236.59999999999997
West,Store_14,2020-01-09,Home & Kitchen,6,331.18,1987.08
West,Store_2,2021-07-05,Sports,17,47.63,809.71
North,Store_9,2021-11-25,Electronics,7,251.99,1763.93
West,Store_16,2020-11-05,Clothing,14,87.28,1221.92
East,Store_9,2021-04-07,Toys,14,179.83,2517.6200000000003
East,Store_18,2020-04-29,Sports,5,127.81,639.05
South,Store_8,2021-06-06,Sports,2,11.7,23.4
South,Store_7,2021-02-23,Home & Kitchen,11,231.72,2548.92
South,Store_5,2021-02-07,Sports,18,358.83,6458.94
East,Store_15,2021-10-17,Clothing,13,26.49,344.37
South,Store_19,2021-12-21,Sports,12,65.17,782.04
South,Store_17,2021-07-19,Home & Kitchen,3,487.42,1462.26
North,Store_16,2020-04-15,Electronics,11,193.73,2131.0299999999997
South,Store_8,2021-11-15,Toys,2,486.35,972.7
East,Store_2,2020-09-29,Sports,12,315.24,3782.88
South,Store_17,2020-05-25,Clothing,9,449.92,4049.28
South,Store_13,2021-08-28,Sports,14,218.37,3057.1800000000003
North,Store_2,2021-02-12,Sports,17,184.58,3137.86
North,Store_2,2020-06-08,Toys,7,327.48,2292.36
South,Store_19,2020-08-15,Home & Kitchen,7,395.17,2766.19
South,Store_15,2021-04-29,Home & Kitchen,5,9.53,47.65
East,Store_18,2020-08-28,Sports,14,302.28,4231.92
West,Store_18,2020-01-15,Electronics,14,138.04,1932.56
West,Store_6,2020-11-26,Clothing,17,346.63,5892.71
South,Store_6,2021-02-16,Clothing,16,408.9,6542.4
West,Store_10,2020-09-20,Sports,7,10.55,73.85000000000001
West,Store_16,2020-12-12,Electronics,15,485.67,7285.05
West,Store_8,2020-11-14,Toys,4,168.49,673.96
East,Store_12,2021-06-25,Clothing,11,189.09,2079.9900000000002
East,Store_9,2020-12-22,Electronics,4,443.92,1775.68
South,Store_14,2020-07-23,Home & Kitchen,11,32.05,352.54999999999995
East,Store_16,2020-07-12,Toys,15,368.62,5529.3
West,Store_11,2021-06-13,Clothing,10,163.28,1632.8
East,Store_9,2021-01-07,Toys,11,455.55,5011.05
North,Store_1,2021-06-25,Toys,6,236.24,1417.44
West,Store_10,2021-07-23,Electronics,9,491.88,4426.92
West,Store_9,2021-01-13,Home & Kitchen,15,369.45,5541.75
South,Store_16,2020-08-04,Toys,6,19.04,114.24
South,Store_14,2020-09-10,Sports,14,101.97,1427.58
South,Store_11,2020-08-29,Electronics,16,371.67,5946.72
East,Store_12,2021-04-01,Sports,1,221.05,221.05
South,Store_20,2020-11-08,Home & Kitchen,12,197.4,2368.8
South,Store_16,2021-08-20,Electronics,3,380.77,1142.31
South,Store_10,2020-05-26,Sports,13,462.67,6014.71
East,Store_18,2020-02-25,Home & Kitchen,8,436.45,3491.6
North,Store_19,2021-06-15,Toys,1,368.22,368.22
West,Store_20,2021-12-07,Electronics,7,312.74,2189.1800000000003
South,Store_15,2021-07-05,Sports,18,308.42,5551.56
North,Store_5,2021-07-25,Toys,5,29.13,145.65
West,Store_7,2020-01-20,Clothing,19,260.05,4940.95
South,Store_6,2020-06-29,Sports,19,59.0,1121.0
South,Store_5,2021-10-15,Sports,6,428.56,2571.36
East,Store_6,2021-06-23,Electronics,9,19.21,172.89000000000001
North,Store_14,2021-09-25,Toys,12,236.48,2837.7599999999998
East,Store_17,2020-09-11,Sports,6,488.82,2932.92
West,Store_6,2020-03-19,Toys,2,191.72,383.44
North,Store_19,2021-10-25,Toys,6,271.85,1631.1000000000001
East,Store_18,2021-02-11,Clothing,5,122.24,611.1999999999999
North,Store_18,2020-12-22,Electronics,19,190.66,3622.54
East,Store_2,2021-05-28,Sports,3,414.1,1242.3000000000002
North,Store_11,2021-04-16,Sports,17,52.38,890.46
North,Store_19,2020-04-13,Clothing,15,194.84,2922.6
West,Store_17,2020-01-15,Toys,19,419.1,7962.900000000001
West,Store_14,2021-05-28,Sports,12,371.4,4456.799999999999
West,Store_13,2021-11-20,Electronics,10,487.73,4877.3
North,Store_16,2020-01-18,Toys,3,303.55,910.6500000000001
North,Store_15,2020-10-25,Toys,18,418.29,7529.22
West,Store_19,2020-05-17,Electronics,10,142.06,1420.6
South,Store_12,2020-09-29,Home & Kitchen,12,487.28,5847.36
West,Store_5,2020-11-27,Clothing,8,21.62,172.96
East,Store_7,2021-11-09,Home & Kitchen,8,295.17,2361.36
West,Store_14,2021-10-08,Toys,2,388.05,776.1
North,Store_10,2021-03-29,Home & Kitchen,9,210.77,1896.93
West,Store_7,2021-05-05,Electronics,10,376.54,3765.4
North,Store_4,2021-04-02,Home & Kitchen,2,85.1,170.2
West,Store_13,2020-11-09,Sports,6,232.59,1395.54
West,Store_6,2020-05-01,Sports,5,126.96,634.8
South,Store_19,2020-06-16,Electronics,2,376.99,753.98
East,Store_4,2020-04-20,Toys,14,12.91,180.74
South,Store_13,2021-09-11,Home & Kitchen,19,356.2,6767.8
North,Store_16,2021-01-28,Clothing,8,200.7,1605.6
North,Store_16,2021-05-31,Electronics,4,315.32,1261.28
West,Store_4,2020-12-31,Home & Kitchen,2,471.53,943.06
