Region,Store,Date,ProductCategory,UnitsSold,UnitPrice,Revenue
North,Store_16,2020-04-15,Electronics,11,193.73,2131.03
North,Store_2,2021-02-12,Sports,17,184.58,3137.86
North,Store_2,2020-06-08,Toys,7,327.48,2292.36
North,Store_1,2021-06-25,Toys,6,236.24,1417.44
North,Store_19,2021-06-15,Toys,1,368.22,368.22
North,Store_5,2021-07-25,Toys,5,29.13,145.65
North,Store_14,2021-09-25,Toys,12,236.48,2837.76
North,Store_19,2021-10-25,Toys,6,271.85,1631.1
North,Store_18,2020-12-22,Electronics,19,190.66,3622.54
North,Store_11,2021-04-16,Sports,17,52.38,890.46
North,Store_19,2020-04-13,Clothing,15,194.84,2922.6
North,Store_16,2020-01-18,Toys,3,303.55,910.65
North,Store_15,2020-10-25,Toys,18,418.29,7529.22
North,Store_10,2021-03-29,Home & Kitchen,9,210.77,1896.93
North,Store_4,2021-04-02,Home & Kitchen,2,85.1,170.2
North,Store_16,2021-01-28,Clothing,8,200.7,1605.6
North,Store_16,2021-05-31,Electronics,4,315.32,1261.28
North,Store_12,2020-09-02,Home & Kitchen,13,412.85,5367.05
North,Store_1,2020-10-15,Clothing,3,265.31,795.9300000000001
North,Store_4,2020-03-08,Sports,6,343.19,2059.14
North,Store_5,2020-06-24,Clothing,1,111.62,111.62
North,Store_1,2021-04-23,Electronics,12,490.5,5886.0
North,Store_1,2020-01-20,Sports,17,466.23,7925.91
North,Store_5,2020-09-17,Home & Kitchen,13,60.52,786.76
North,Store_13,2021-10-30,Sports,19,312.35,5934.650000000001
North,Store_17,2020-10-03,Home & Kitchen,2,256.92,513.84
North,Store_6,2021-05-24,Sports,11,361.79,3979.69
North,Store_4,2020-03-29,Clothing,6,229.86,1379.16
North,Store_6,2020-02-21,Home & Kitchen,10,394.16,3941.6
North,Store_11,2021-04-24,Electronics,13,370.78,4820.139999999999
North,Store_17,2021-03-29,Electronics,9,216.27,1946.43
North,Store_2,2021-01-28,Electronics,17,119.17,2025.89
North,Store_4,2021-06-03,Home & Kitchen,13,91.73,1192.49
North,Store_16,2020-06-15,Clothing,12,162.95,1955.4
North,Store_9,2021-01-16,Sports,6,179.8,1078.8000000000002
North,Store_5,2020-10-21,Toys,7,327.78,2294.46
North,Store_10,2020-06-28,Electronics,5,269.13,1345.65
North,Store_3,2021-12-08,Toys,16,72.62,1161.92
North,Store_11,2021-11-07,Clothing,17,238.33,4051.61
North,Store_20,2020-05-21,Home & Kitchen,14,334.41,4681.740000000001
North,Store_4,2020-11-23,Electronics,3,55.87,167.61
North,Store_13,2021-08-29,Sports,4,400.98,1603.92
North,Store_16,2021-07-23,Sports,3,325.51,976.53
North,Store_7,2021-08-23,Electronics,4,487.13,1948.52
North,Store_4,2020-11-26,Sports,17,157.0,2669.0
North,Store_16,2020-12-08,Clothing,18,170.84,3075.12
North,Store_4,2021-01-14,Clothing,7,186.02,1302.14
North,Store_2,2020-06-06,Home & Kitchen,17,342.6,5824.200000000001
North,Store_4,2020-01-23,Electronics,2,490.45,980.9
North,Store_10,2020-05-16,Electronics,13,348.94,4536.22
North,Store_19,2021-08-06,Toys,4,210.17,840.68
North,Store_17,2021-09-19,Sports,16,321.28,5140.48
North,Store_11,2020-12-28,Sports,7,165.3,1157.1
North,Store_19,2021-03-13,Electronics,18,401.64,7229.519999999999
North,Store_4,2020-09-01,Clothing,16,385.49,6167.84
North,Store_5,2020-03-08,Clothing,18,81.33,1463.94
North,Store_10,2021-02-12,Sports,6,262.85,1577.1
North,Store_6,2020-12-10,Sports,15,436.96,6554.4
North,Store_12,2020-10-21,Toys,11,269.91,2969.01
North,Store_2,2020-03-16,Clothing,6,160.45,962.7
North,Store_6,2021-12-03,Toys,2,131.93,263.86
North,Store_14,2020-04-10,Sports,15,290.45,4356.75
North,Store_7,2021-08-04,Home & Kitchen,18,416.7,7500.599999999999
North,Store_12,2020-03-27,Sports,3,290.15,870.4499999999999
North,Store_10,2021-04-24,Home & Kitchen,15,173.13,2596.95
North,Store_6,2021-08-17,Electronics,10,376.62,3766.2
North,Store_15,2020-06-27,Sports,2,176.19,352.38
North,Store_18,2021-08-10,Sports,14,407.99,5711.860000000001
North,Store_5,2020-12-22,Home & Kitchen,4,109.09,436.36
North,Store_10,2021-03-14,Toys,7,386.66,2706.6200000000003
North,Store_11,2020-06-15,Clothing,8,47.46,379.68
North,Store_2,2021-09-28,Sports,18,144.92,2608.56
North,Store_7,2021-05-10,Sports,11,309.67,3406.3700000000003
North,Store_13,2020-08-01,Sports,1,330.19,330.19
North,Store_14,2021-12-19,Toys,11,262.82,2891.02
North,Store_4,2020-05-19,Home & Kitchen,13,204.54,2659.02
North,Store_2,2020-01-21,Clothing,15,131.25,1968.75
North,Store_5,2020-01-16,Sports,11,351.1,3862.1
North,Store_16,2021-11-06,Clothing,10,332.1,3321.0
North,Store_16,2020-04-16,Clothing,19,263.88,5013.72
North,Store_4,2020-07-08,Home & Kitchen,8,54.35,434.8
North,Store_19,2021-06-28,Home & Kitchen,11,43.88,482.68
North,Store_8,2020-05-15,Electronics,7,316.41,2214.8700000000003
North,Store_7,2020-06-23,Clothing,13,226.09,2939.17
North,Store_11,2021-07-20,Toys,9,120.45,1084.05
North,Store_2,2020-11-19,Toys,17,184.15,3130.55
North,Store_2,2021-12-20,Sports,5,379.12,1895.6
North,Store_7,2021-11-19,Electronics,10,488.61,4886.1
North,Store_6,2021-08-19,Sports,6,248.47,1490.82
North,Store_6,2020-03-07,Home & Kitchen,18,92.86,1671.48
North,Store_9,2021-12-03,Home & Kitchen,6,115.65,693.9000000000001
North,Store_11,2021-06-22,Electronics,7,90.28,631.96
North,Store_2,2021-03-13,Home & Kitchen,11,75.54,830.94
North,Store_3,2021-11-17,Sports,17,394.97,6714.490000000001
North,Store_3,2021-08-08,Sports,7,302.28,2115.96
North,Store_7,2021-08-26,Toys,3,354.45,1063.35
North,Store_14,2020-09-16,Toys,6,71.85,431.1
North,Store_14,2020-06-27,Toys,18,375.93,6766.74
North,Store_2,2021-03-04,Sports,3,168.26,504.78
North,Store_3,2021-10-22,Sports,16,103.34,1653.44
North,Store_20,2020-04-26,Clothing,11,226.84,2495.24
North,Store_1,2021-04-21,Home & Kitchen,12,238.22,2858.64
North,Store_16,2020-08-29,Clothing,11,43.41,477.51
North,Store_19,2020-09-01,Home & Kitchen,7,101.34,709.38
North,Store_12,2020-02-27,Home & Kitchen,4,419.01,1676.04
North,Store_16,2021-02-09,Sports,19,222.82,4233.58
North,Store_13,2021-06-29,Toys,14,45.4,635.6
North,Store_16,2020-10-05,Home & Kitchen,7,44.07,308.49
North,Store_11,2021-06-12,Toys,14,11.69,163.66
North,Store_6,2020-10-19,Toys,17,291.89,4962.13
North,Store_7,2021-08-13,Home & Kitchen,7,194.3,1360.1
North,Store_10,2021-04-05,Sports,16,410.48,6567.68
North,Store_1,2020-10-23,Electronics,8,358.55,2868.4
North,Store_16,2021-09-19,Toys,5,113.65,568.25
North,Store_18,2020-10-09,Clothing,1,441.61,441.61
North,Store_19,2020-11-25,Home & Kitchen,16,298.85,4781.6
North,Store_5,2020-01-05,Sports,1,305.92,305.92
North,Store_14,2021-02-26,Home & Kitchen,17,285.47,4852.990000000001
North,Store_13,2020-12-12,Toys,13,292.74,3805.62
North,Store_9,2021-01-06,Clothing,15,467.42,7011.3
North,Store_12,2021-05-04,Toys,16,488.83,7821.28
North,Store_13,2020-03-28,Clothing,9,245.14,2206.26
North,Store_1,2021-12-26,Home & Kitchen,13,386.33,5022.29
North,Store_15,2020-03-01,Home & Kitchen,6,392.62,2355.7200000000003
North,Store_3,2021-08-31,Electronics,2,170.93,341.86
North,Store_6,2020-02-23,Electronics,10,245.57,2455.7
North,Store_10,2021-05-09,Electronics,15,129.74,1946.1
North,Store_3,2020-12-28,Electronics,6,33.78,202.68
North,Store_9,2021-05-04,Electronics,19,236.54,4494.26
North,Store_5,2020-03-16,Home & Kitchen,18,161.96,2915.28
North,Store_15,2021-07-07,Clothing,12,83.67,1004.04
North,Store_9,2020-02-24,Sports,18,298.53,5373.539999999999
North,Store_9,2020-10-28,Home & Kitchen,15,480.42,7206.3
North,Store_17,2020-03-07,Home & Kitchen,14,268.92,3764.88
North,Store_14,2020-06-09,Home & Kitchen,14,297.38,4163.32
North,Store_16,2020-09-19,Clothing,16,145.32,2325.12
North,Store_7,2021-09-18,Clothing,3,7.1,21.3
North,Store_16,2021-10-11,Clothing,17,351.64,5977.88
North,Store_20,2021-11-15,Sports,10,462.37,4623.7
North,Store_1,2021-05-25,Clothing,2,155.66,311.32
North,Store_15,2020-06-09,Toys,5,414.77,2073.85
North,Store_1,2020-07-28,Clothing,14,248.53,3479.42
North,Store_15,2020-04-10,Toys,9,35.7,321.3
North,Store_5,2020-09-25,Clothing,14,426.7,5973.8
North,Store_9,2020-01-13,Clothing,5,71.32,356.6
North,Store_10,2021-12-28,Home & Kitchen,5,157.06,785.3
North,Store_20,2020-07-20,Sports,8,67.08,536.64
North,Store_11,2020-12-02,Clothing,3,53.54,160.62
North,Store_9,2020-12-13,Home & Kitchen,10,185.76,1857.6
North,Store_7,2021-01-16,Clothing,3,213.03,639.09
North,Store_11,2021-08-09,Clothing,1,434.56,434.56
North,Store_3,2020-01-30,Electronics,9,114.0,1026.0
North,Store_5,2020-04-27,Sports,6,226.42,1358.52
North,Store_17,2020-10-05,Home & Kitchen,6,396.91,2381.46
North,Store_10,2020-11-07,Clothing,18,155.32,2795.76
North,Store_12,2021-06-13,Toys,4,484.37,1937.48
North,Store_16,2021-10-24,Sports,3,449.9,1349.6999999999998
North,Store_6,2021-06-15,Toys,18,384.41,6919.38
North,Store_6,2020-12-06,Clothing,13,134.55,1749.15
North,Store_11,2021-11-24,Electronics,19,471.25,8953.75
North,Store_17,2020-08-10,Electronics,13,160.86,2091.1800000000003
North,Store_7,2020-12-28,Clothing,4,434.42,1737.68
North,Store_4,2021-02-01,Toys,8,352.62,2820.96
North,Store_13,2021-08-12,Toys,6,149.77,898.6200000000001
North,Store_8,2020-08-29,Sports,2,90.55,181.1
North,Store_6,2021-10-06,Electronics,14,70.2,982.8
North,Store_14,2021-08-13,Clothing,11,207.46,2282.06
North,Store_17,2021-03-13,Sports,4,330.74,1322.96
North,Store_4,2020-01-04,Toys,2,311.16,622.32
North,Store_2,2020-08-16,Electronics,15,383.13,5746.95
North,Store_6,2020-09-08,Home & Kitchen,6,30.05,180.3
North,Store_17,2021-03-13,Toys,16,422.88,6766.08
North,Store_3,2020-05-16,Clothing,10,231.84,2318.4
North,Store_5,2021-09-24,Electronics,6,71.1,426.6
North,Store_4,2020-01-08,Clothing,18,107.85,1941.3
North,Store_11,2020-09-21,Electronics,2,272.24,544.48
North,Store_17,2020-06-22,Sports,14,137.14,1919.96
North,Store_17,2021-06-02,Toys,1,37.95,37.95
North,Store_6,2020-04-10,Home & Kitchen,17,120.4,2046.8
North,Store_6,2021-03-18,Clothing,9,133.62,1202.58
North,Store_2,2020-02-11,Sports,12,149.69,1796.28
North,Store_17,2020-10-23,Home & Kitchen,6,487.54,2925.24
North,Store_18,2020-08-29,Sports,12,277.11,3325.32
North,Store_9,2020-05-16,Sports,3,386.52,1159.56
North,Store_14,2020-01-19,Home & Kitchen,2,293.34,586.68
North,Store_12,2021-06-21,Home & Kitchen,9,490.58,4415.22
North,Store_16,2020-05-13,Sports,9,52.34,471.06000000000006
North,Store_17,2020-02-14,Home & Kitchen,13,27.17,353.21000000000004
North,Store_12,2020-02-19,Clothing,4,176.42,705.68
North,Store_3,2021-03-13,Clothing,5,438.9,2194.5
North,Store_15,2020-07-25,Toys,17,205.03,3485.51
North,Store_18,2021-10-10,Clothing,12,142.35,1708.1999999999998
North,Store_1,2021-02-22,Electronics,2,495.94,991.88
North,Store_14,2020-09-08,Clothing,9,162.85,1465.65
North,Store_1,2021-10-07,Home & Kitchen,5,321.33,1606.65
North,Store_17,2021-02-11,Home & Kitchen,4,131.98,527.92
North,Store_13,2021-11-27,Toys,13,50.08,651.04
North,Store_6,2020-06-11,Toys,8,490.48,3923.84
North,Store_15,2020-10-25,Sports,7,76.63,536.41
North,Store_6,2021-08-06,Electronics,8,84.45,675.6
North,Store_9,2020-06-26,Sports,12,59.76,717.12
North,Store_17,2020-12-30,Toys,5,310.21,1551.05
North,Store_4,2020-01-02,Sports,15,385.82,5787.3
North,Store_1,2020-12-27,Sports,2,439.96,879.92
North,Store_8,2021-08-10,Home & Kitchen,9,240.74,2166.66
North,Store_12,2021-03-06,Toys,5,431.72,2158.6000000000004
North,Store_18,2021-09-28,Clothing,16,302.52,4840.32
North,Store_20,2021-07-17,Toys,10,54.78,547.8
North,Store_12,2021-05-06,Electronics,3,252.96,758.88
North,Store_5,2021-07-31,Sports,14,39.0,546.0
North,Store_2,2021-04-19,Electronics,2,329.76,659.52
North,Store_17,2021-10-19,Toys,12,328.38,3940.56
North,Store_12,2021-06-02,Sports,7,323.71,2265.97
North,Store_13,2021-09-14,Sports,8,168.78,1350.24
North,Store_13,2021-08-22,Toys,12,450.3,5403.6
North,Store_3,2021-05-10,Toys,15,196.36,2945.4
North,Store_20,2020-04-19,Home & Kitchen,1,201.74,201.74
North,Store_14,2021-02-05,Clothing,4,61.5,246.0
North,Store_4,2021-11-16,Toys,15,441.06,6615.9
North,Store_18,2020-11-11,Sports,3,12.52,37.56
North,Store_12,2020-08-22,Electronics,18,497.61,8956.98
North,Store_3,2020-11-28,Home & Kitchen,7,326.29,2284.03
North,Store_9,2020-02-22,Clothing,10,204.69,2046.9
North,Store_19,2021-11-02,Toys,14,119.82,1677.48
North,Store_13,2020-07-10,Sports,11,173.24,1905.64
North,Store_13,2021-04-11,Clothing,11,385.59,4241.49
North,Store_10,2021-08-22,Home & Kitchen,10,134.46,1344.6
North,Store_5,2021-11-25,Home & Kitchen,15,156.59,2348.85
North,Store_16,2020-05-25,Clothing,19,284.6,5407.400000000001
North,Store_3,2020-12-06,Toys,10,239.58,2395.8
North,Store_20,2021-12-22,Electronics,19,456.05,8664.95
North,Store_11,2021-12-27,Clothing,18,35.52,639.36
North,Store_11,2021-10-23,Electronics,12,486.48,5837.76
North,Store_10,2021-05-13,Home & Kitchen,4,434.59,1738.36
North,Store_10,2021-12-19,Home & Kitchen,18,401.46,7226.28
North,Store_6,2021-05-23,Clothing,5,173.19,865.95
North,Store_15,2020-08-15,Sports,1,400.78,400.78
North,Store_16,2021-12-28,Clothing,16,281.19,4499.04
North,Store_8,2021-08-02,Toys,16,7.25,116.0
North,Store_11,2021-04-12,Sports,15,451.79,6776.85
North,Store_5,2021-02-20,Home & Kitchen,11,276.45,3040.95
North,Store_1,2021-01-24,Home & Kitchen,2,248.47,496.94
North,Store_19,2020-09-13,Home & Kitchen,10,229.95,2299.5
North,Store_11,2021-02-25,Toys,19,273.17,5190.2300000000005
North,Store_16,2021-12-11,Electronics,8,316.22,2529.76
North,Store_2,2021-09-26,Electronics,8,387.69,3101.52
North,Store_15,2020-08-11,Toys,8,312.13,2497.04
North,Store_7,2021-12-05,Toys,15,362.23,5433.450000000001
North,Store_19,2020-10-14,Electronics,2,136.03,272.06
North,Store_4,2020-12-25,Sports,4,246.09,984.36
North,Store_19,2021-07-26,Toys,19,325.22,6179.18
North,Store_4,2020-08-16,Home & Kitchen,17,265.5,4513.5
North,Store_1,2021-01-25,Toys,1,262.48,262.48
North,Store_5,2020-11-07,Electronics,9,370.69,3336.21
North,Store_5,2020-12-28,Electronics,1,378.81,378.81
North,Store_12,2021-08-14,Clothing,4,258.72,1034.88
North,Store_17,2020-10-16,Electronics,19,383.75,7291.25
North,Store_12,2020-07-03,Home & Kitchen,17,180.39,3066.63
North,Store_7,2020-10-06,Home & Kitchen,4,19.46,77.84
North,Store_9,2021-01-15,Toys,9,13.84,124.56
North,Store_16,2021-09-13,Clothing,11,130.52,1435.72
North,Store_1,2021-03-07,Home & Kitchen,13,452.85,5887.05
North,Store_15,2020-07-22,Toys,1,361.08,361.08
North,Store_15,2020-10-18,Clothing,4,448.77,1795.08
North,Store_18,2020-11-25,Clothing,19,29.71,564.49
North,Store_15,2021-10-12,Electronics,17,93.26,1585.42
North,Store_18,2021-06-13,Sports,9,303.56,2732.04
North,Store_1,2020-04-11,Sports,9,61.7,555.3000000000001
North,Store_19,2020-03-14,Electronics,19,194.98,3704.62
North,Store_10,2020-10-04,Toys,16,39.98,639.68
North,Store_1,2020-06-06,Electronics,1,470.6,470.6
North,Store_11,2020-06-18,Sports,16,277.9,4446.4
North,Store_11,2021-03-10,Electronics,17,105.42,1792.14
North,Store_5,2021-08-06,Toys,8,57.69,461.52
North,Store_4,2020-08-13,Clothing,5,397.77,1988.85
North,Store_5,2021-10-24,Toys,5,456.25,2281.25
North,Store_11,2021-09-12,Toys,18,333.01,5994.18
North,Store_11,2021-04-08,Electronics,15,219.02,3285.3
North,Store_2,2021-04-12,Clothing,12,221.9,2662.8
North,Store_1,2021-10-31,Clothing,5,133.16,665.8
North,Store_5,2021-06-25,Electronics,9,259.44,2334.96
North,Store_14,2020-12-04,Clothing,14,121.13,1695.82
North,Store_2,2020-03-16,Sports,8,333.52,2668.16
North,Store_11,2021-01-10,Toys,17,334.93,5693.81
North,Store_15,2021-05-16,Sports,15,489.13,7336.95
North,Store_12,2021-09-13,Toys,16,483.85,7741.6
North,Store_12,2020-07-19,Toys,15,121.32,1819.8
North,Store_19,2020-12-29,Electronics,14,350.1,4901.400000000001
North,Store_18,2021-10-31,Electronics,18,461.8,8312.4
North,Store_20,2020-04-16,Electronics,4,419.31,1677.24
North,Store_17,2020-08-19,Home & Kitchen,11,209.04,2299.44
North,Store_15,2021-07-02,Electronics,6,376.48,2258.88
North,Store_2,2021-11-13,Home & Kitchen,19,86.02,1634.38
North,Store_12,2021-01-19,Sports,6,252.49,1514.94
North,Store_14,2020-10-02,Clothing,4,51.06,204.24
North,Store_3,2021-09-19,Home & Kitchen,3,351.38,1054.14
North,Store_18,2021-08-16,Home & Kitchen,9,477.3,4295.7
North,Store_14,2020-12-17,Home & Kitchen,11,145.85,1604.35
North,Store_6,2021-08-29,Sports,11,336.03,3696.33
North,Store_3,2020-06-14,Sports,2,321.63,643.26
North,Store_17,2021-10-13,Clothing,10,330.73,3307.3
North,Store_15,2020-10-04,Home & Kitchen,3,198.74,596.22
North,Store_17,2020-08-25,Sports,6,164.23,985.38
North,Store_2,2021-06-09,Toys,6,402.5,2415.0
North,Store_1,2021-01-14,Toys,18,362.95,6533.099999999999
North,Store_15,2021-04-09,Clothing,4,28.55,114.2
North,Store_5,2020-07-23,Home & Kitchen,9,297.49,2677.41
North,Store_11,2021-11-17,Sports,13,491.77,6393.01
North,Store_9,2021-06-30,Toys,7,184.12,1288.84
North,Store_9,2021-12-12,Clothing,16,318.74,5099.84
North,Store_17,2020-04-19,Clothing,18,389.85,7017.3
North,Store_8,2020-06-09,Home & Kitchen,16,491.11,7857.76
North,Store_19,2021-01-09,Home & Kitchen,12,353.58,4242.96
North,Store_9,2021-06-22,Electronics,4,83.02,332.08
North,Store_9,2020-05-13,Electronics,4,161.11,644.44
North,Store_13,2021-02-26,Sports,16,180.16,2882.56
North,Store_17,2020-09-17,Toys,13,179.12,2328.56
North,Store_1,2021-03-07,Clothing,14,492.54,6895.56
North,Store_18,2021-03-04,Electronics,5,112.72,563.6
North,Store_20,2021-08-01,Toys,11,313.19,3445.09
North,Store_7,2020-05-28,Electronics,6,348.38,2090.28
North,Store_16,2020-10-30,Home & Kitchen,15,240.72,3610.8
North,Store_10,2021-04-24,Sports,13,275.4,3580.2
North,Store_19,2020-06-21,Electronics,11,292.06,3212.66
North,Store_11,2021-07-28,Clothing,4,124.22,496.88
North,Store_19,2020-03-02,Electronics,2,362.75,725.5
North,Store_1,2021-11-01,Toys,4,50.96,203.84
North,Store_3,2021-03-16,Clothing,13,89.8,1167.4
North,Store_19,2021-11-15,Home & Kitchen,11,269.3,2962.3
North,Store_19,2021-03-04,Home & Kitchen,8,464.75,3718.0
North,Store_7,2021-05-02,Electronics,17,39.34,668.7800000000001
North,Store_17,2020-04-22,Toys,1,68.66,68.66
North,Store_5,2020-02-16,Home & Kitchen,1,499.56,499.56
North,Store_15,2021-04-05,Electronics,13,180.82,2350.66
North,Store_15,2021-06-08,Clothing,6,280.12,1680.72
North,Store_9,2021-01-14,Sports,3,71.28,213.84
North,Store_17,2020-12-29,Electronics,6,424.74,2548.44
North,Store_9,2021-11-08,Home & Kitchen,17,492.34,8369.779999999999
North,Store_6,2020-04-02,Toys,5,52.55,262.75
North,Store_13,2021-07-12,Electronics,6,145.12,870.72
North,Store_3,2021-04-09,Sports,10,488.15,4881.5
North,Store_12,2021-05-07,Toys,14,472.98,6621.72
North,Store_17,2020-12-06,Clothing,7,238.87,1672.09
North,Store_9,2020-11-25,Home & Kitchen,16,151.46,2423.36
North,Store_8,2020-06-22,Electronics,16,311.34,4981.44
North,Store_3,2021-04-07,Electronics,1,311.05,311.05
North,Store_7,2021-05-29,Clothing,2,237.56,475.12
North,Store_10,2021-11-09,Home & Kitchen,13,97.17,1263.21
North,Store_16,2020-07-31,Electronics,8,468.44,3747.52
North,Store_4,2020-05-06,Toys,15,107.84,1617.6
North,Store_20,2021-02-04,Sports,14,338.43,4738.02
North,Store_17,2021-07-13,Home & Kitchen,2,200.27,400.54
North,Store_5,2020-07-03,Electronics,6,332.2,1993.2
North,Store_19,2021-06-08,Sports,1,196.48,196.48
North,Store_15,2021-02-19,Sports,18,126.13,2270.34
North,Store_9,2021-01-09,Toys,9,256.86,2311.74
North,Store_16,2020-06-23,Home & Kitchen,3,201.13,603.39
North,Store_12,2021-05-13,Sports,12,205.2,2462.4
North,Store_9,2020-08-02,Home & Kitchen,18,477.39,8593.02
North,Store_12,2020-05-20,Home & Kitchen,9,287.07,2583.63
