Region,Store,Date,ProductCategory,UnitsSold,UnitPrice,Revenue
South,Store_20,2020-08-25,Clothing,8,204.56,1636.48
South,Store_18,2020-01-25,Clothing,15,434.13,6511.95
South,Store_7,2020-09-29,Toys,9,276.63,2489.67
South,Store_18,2020-08-03,Home & Kitchen,19,314.3,5971.7
South,Store_16,2020-03-27,Clothing,3,265.8,797.4000000000001
South,Store_19,2020-03-18,Toys,8,11.42,91.36
South,Store_8,2021-02-23,Electronics,5,82.15,410.75
South,Store_16,2020-04-29,Sports,3,65.79,197.37
South,Store_13,2020-06-05,Toys,5,262.41,1312.0500000000002
South,Store_6,2020-05-10,Toys,13,295.26,3838.38
South,Store_17,2020-12-10,Sports,4,413.8,1655.2
South,Store_8,2020-03-11,Electronics,10,267.2,2672.0
South,Store_19,2020-03-07,Toys,14,143.8,2013.2000000000005
South,Store_18,2021-04-07,Clothing,17,356.72,6064.240000000001
South,Store_15,2020-06-20,Electronics,5,352.89,1764.4499999999998
South,Store_18,2021-09-09,Clothing,4,55.72,222.88
South,Store_9,2021-06-23,Toys,5,207.79,1038.95
South,Store_2,2021-07-04,Home & Kitchen,7,163.05,1141.35
South,Store_6,2020-02-08,Toys,17,429.04,7293.68
South,Store_3,2021-01-05,Electronics,14,16.9,236.6
South,Store_8,2021-06-06,Sports,2,11.7,23.4
South,Store_7,2021-02-23,Home & Kitchen,11,231.72,2548.92
South,Store_5,2021-02-07,Sports,18,358.83,6458.94
South,Store_19,2021-12-21,Sports,12,65.17,782.04
South,Store_17,2021-07-19,Home & Kitchen,3,487.42,1462.26
South,Store_8,2021-11-15,Toys,2,486.35,972.7
South,Store_17,2020-05-25,Clothing,9,449.92,4049.28
South,Store_13,2021-08-28,Sports,14,218.37,3057.1800000000003
South,Store_19,2020-08-15,Home & Kitchen,7,395.17,2766.19
South,Store_15,2021-04-29,Home & Kitchen,5,9.53,47.65
South,Store_6,2021-02-16,Clothing,16,408.9,6542.4
South,Store_14,2020-07-23,Home & Kitchen,11,32.05,352.54999999999995
South,Store_16,2020-08-04,Toys,6,19.04,114.24
South,Store_14,2020-09-10,Sports,14,101.97,1427.58
South,Store_11,2020-08-29,Electronics,16,371.67,5946.72
South,Store_20,2020-11-08,Home & Kitchen,12,197.4,2368.8
South,Store_16,2021-08-20,Electronics,3,380.77,1142.31
South,Store_10,2020-05-26,Sports,13,462.67,6014.71
South,Store_15,2021-07-05,Sports,18,308.42,5551.56
South,Store_6,2020-06-29,Sports,19,59.0,1121.0
South,Store_5,2021-10-15,Sports,6,428.56,2571.36
South,Store_12,2020-09-29,Home & Kitchen,12,487.28,5847.36
South,Store_19,2020-06-16,Electronics,2,376.99,753.98
South,Store_13,2021-09-11,Home & Kitchen,19,356.2,6767.8
South,Store_20,2021-05-12,Sports,3,221.69,665.0699999999999
South,Store_17,2020-04-04,Clothing,13,251.24,3266.12
South,Store_4,2021-07-01,Sports,16,204.62,3273.92
South,Store_2,2021-03-28,Sports,12,443.78,5325.36
South,Store_5,2021-07-02,Clothing,10,173.48,1734.8
South,Store_9,2021-01-23,Clothing,13,319.7,4156.099999999999
South,Store_16,2020-10-20,Home & Kitchen,14,274.36,3841.04
South,Store_4,2020-11-11,Electronics,13,426.29,5541.77
South,Store_6,2020-03-01,Toys,14,473.41,6627.740000000001
South,Store_12,2020-09-18,Toys,4,429.95,1719.8
South,Store_12,2020-03-25,Toys,14,477.21,6680.94
South,Store_18,2020-12-09,Home & Kitchen,2,433.96,867.92
South,Store_7,2021-12-20,Sports,1,289.3,289.3
South,Store_16,2020-12-14,Clothing,16,452.6,7241.6
South,Store_12,2021-04-14,Electronics,14,480.05,6720.7
South,Store_4,2020-03-22,Sports,19,287.43,5461.17
South,Store_3,2020-07-02,Sports,15,116.25,1743.75
South,Store_19,2020-01-09,Electronics,17,35.02,595.34
South,Store_2,2020-02-23,Home & Kitchen,14,298.2,4174.8
South,Store_9,2021-10-04,Home & Kitchen,14,212.17,2970.38
South,Store_4,2021-05-30,Electronics,19,68.36,1298.84
South,Store_14,2021-02-07,Home & Kitchen,10,413.08,4130.8
South,Store_16,2021-09-16,Clothing,15,153.58,2303.7000000000003
South,Store_16,2021-11-20,Sports,3,73.94,221.82
South,Store_3,2020-03-05,Sports,18,331.36,5964.4800000000005
South,Store_10,2020-01-29,Toys,10,210.55,2105.5
South,Store_3,2020-07-16,Electronics,5,270.75,1353.75
South,Store_3,2020-09-20,Clothing,2,406.36,812.72
South,Store_9,2021-07-26,Clothing,3,227.66,682.98
South,Store_4,2020-12-26,Electronics,7,394.43,2761.01
South,Store_15,2020-07-20,Toys,16,217.55,3480.8
South,Store_2,2021-11-29,Clothing,7,417.91,2925.3700000000003
South,Store_13,2020-09-29,Electronics,8,342.31,2738.48
South,Store_16,2021-11-12,Electronics,5,15.8,79.0
South,Store_1,2021-02-22,Toys,17,65.02,1105.34
South,Store_4,2021-11-23,Clothing,13,352.11,4577.43
South,Store_12,2021-06-03,Toys,7,181.72,1272.04
South,Store_8,2020-09-27,Clothing,13,96.76,1257.88
South,Store_8,2020-02-06,Electronics,12,245.27,2943.24
South,Store_18,2021-11-01,Electronics,11,147.5,1622.5
South,Store_8,2020-07-09,Clothing,14,32.48,454.72
South,Store_2,2021-12-15,Electronics,8,29.76,238.08
South,Store_11,2021-11-06,Sports,9,343.3,3089.7000000000003
South,Store_16,2020-09-10,Electronics,2,111.42,222.84
South,Store_4,2021-08-06,Toys,6,225.12,1350.72
South,Store_10,2020-09-14,Sports,11,330.59,3636.49
South,Store_13,2021-07-08,Toys,15,394.76,5921.4
South,Store_15,2020-07-16,Home & Kitchen,11,402.23,4424.530000000001
South,Store_3,2021-07-03,Home & Kitchen,6,78.86,473.16
South,Store_3,2020-05-20,Sports,1,222.19,222.19
South,Store_10,2020-12-04,Clothing,9,463.77,4173.93
South,Store_3,2021-01-15,Clothing,8,292.42,2339.36
South,Store_16,2020-04-26,Clothing,19,60.05,1140.95
South,Store_17,2021-08-28,Clothing,4,94.05,376.2
South,Store_17,2021-09-03,Toys,18,179.06,3223.08
South,Store_19,2020-12-31,Toys,11,315.0,3465.0
South,Store_19,2020-03-09,Home & Kitchen,7,303.49,2124.4300000000003
South,Store_17,2020-11-08,Electronics,18,153.84,2769.12
South,Store_5,2021-09-03,Toys,5,168.16,840.8
South,Store_13,2021-05-21,Electronics,19,422.37,8025.03
South,Store_12,2021-04-30,Clothing,12,360.24,4322.88
South,Store_7,2021-03-04,Electronics,16,180.22,2883.52
South,Store_12,2021-08-22,Sports,11,382.16,4203.76
South,Store_14,2020-09-18,Toys,1,199.87,199.87
South,Store_14,2020-04-22,Electronics,4,134.57,538.28
South,Store_5,2021-11-23,Electronics,10,75.13,751.3
South,Store_3,2021-05-03,Clothing,4,154.61,618.44
South,Store_14,2020-10-26,Toys,1,349.3,349.3
South,Store_4,2021-11-12,Clothing,14,375.87,5262.18
South,Store_1,2020-02-08,Home & Kitchen,15,420.28,6304.2
South,Store_11,2021-01-24,Clothing,18,129.93,2338.74
South,Store_3,2021-05-12,Toys,2,165.02,330.04
South,Store_19,2021-02-26,Toys,14,139.82,1957.48
South,Store_1,2020-03-06,Toys,7,184.78,1293.46
South,Store_2,2020-04-17,Sports,13,383.38,4983.94
South,Store_19,2020-01-14,Electronics,16,89.05,1424.8
South,Store_2,2021-01-05,Electronics,4,439.92,1759.68
South,Store_2,2020-10-21,Toys,16,458.23,7331.68
South,Store_15,2021-10-16,Sports,4,90.89,363.56
South,Store_8,2020-02-01,Home & Kitchen,4,293.75,1175.0
South,Store_2,2020-12-04,Electronics,2,242.48,484.96
South,Store_6,2020-05-22,Toys,19,471.36,8955.84
South,Store_17,2020-06-09,Electronics,7,10.14,70.98
South,Store_15,2020-07-25,Electronics,8,65.29,522.32
South,Store_10,2021-02-04,Home & Kitchen,8,403.25,3226.0
South,Store_10,2020-04-12,Clothing,2,256.98,513.96
South,Store_16,2021-09-21,Clothing,15,429.88,6448.2
South,Store_10,2021-05-11,Toys,5,416.14,2080.7
South,Store_17,2021-06-14,Toys,12,66.62,799.44
South,Store_16,2020-10-19,Toys,14,215.49,3016.86
South,Store_3,2021-07-09,Electronics,18,343.14,6176.52
South,Store_12,2021-08-25,Clothing,15,101.02,1515.3
South,Store_18,2020-11-20,Home & Kitchen,6,127.9,767.4000000000001
South,Store_20,2021-12-12,Home & Kitchen,6,364.63,2187.78
South,Store_8,2021-09-09,Clothing,10,131.69,1316.9
South,Store_16,2020-04-03,Electronics,15,484.24,7263.6
South,Store_9,2020-10-25,Sports,7,103.08,721.56
South,Store_14,2021-10-05,Sports,11,91.0,1001.0
South,Store_16,2021-03-14,Home & Kitchen,7,307.33,2151.31
South,Store_16,2020-01-21,Toys,9,254.57,2291.13
South,Store_20,2021-09-10,Electronics,16,422.11,6753.76
South,Store_11,2020-07-18,Toys,10,204.75,2047.5
South,Store_1,2020-09-01,Electronics,18,222.15,3998.7
South,Store_5,2021-01-09,Electronics,17,242.89,4129.13
South,Store_6,2020-01-24,Toys,3,8.72,26.160000000000004
South,Store_16,2021-01-24,Sports,5,209.89,1049.4499999999998
South,Store_3,2020-12-18,Toys,2,363.73,727.46
South,Store_8,2021-10-10,Sports,7,55.4,387.8
South,Store_1,2021-06-22,Toys,9,427.64,3848.76
South,Store_7,2020-08-31,Toys,2,99.36,198.72
South,Store_17,2020-06-19,Sports,6,402.93,2417.58
South,Store_8,2020-06-05,Home & Kitchen,5,300.59,1502.9499999999998
South,Store_6,2021-10-26,Sports,6,79.14,474.84
South,Store_20,2021-02-14,Sports,5,400.88,2004.4
South,Store_9,2021-02-07,Sports,3,322.88,968.64
South,Store_19,2021-08-20,Home & Kitchen,18,385.84,6945.12
South,Store_4,2021-06-22,Electronics,9,348.71,3138.39
South,Store_18,2021-12-30,Sports,3,131.5,394.5
South,Store_11,2020-03-14,Electronics,10,266.55,2665.5
South,Store_10,2020-10-07,Electronics,10,150.17,1501.6999999999998
South,Store_3,2020-07-14,Toys,5,254.42,1272.1
South,Store_1,2021-05-06,Clothing,10,458.39,4583.9
South,Store_18,2021-02-17,Toys,16,35.87,573.92
South,Store_6,2020-08-12,Clothing,19,229.43,4359.17
South,Store_5,2021-05-04,Electronics,1,420.75,420.75
South,Store_8,2021-05-01,Toys,1,100.73,100.73
South,Store_10,2021-06-07,Sports,1,246.81,246.81
South,Store_5,2021-12-26,Toys,17,109.83,1867.11
South,Store_19,2020-12-30,Toys,15,40.2,603.0
South,Store_19,2020-08-29,Electronics,12,203.76,2445.12
South,Store_18,2020-01-06,Home & Kitchen,1,144.24,144.24
South,Store_18,2021-01-05,Home & Kitchen,15,268.36,4025.4
South,Store_9,2021-12-26,Clothing,10,304.11,3041.1000000000004
South,Store_14,2021-07-21,Toys,11,342.12,3763.32
South,Store_16,2020-08-18,Sports,17,140.07,2381.19
South,Store_5,2021-03-03,Sports,17,222.66,3785.22
South,Store_3,2020-01-28,Home & Kitchen,3,431.92,1295.76
South,Store_16,2020-10-11,Sports,1,294.27,294.27
South,Store_3,2021-02-17,Clothing,1,239.65,239.65
South,Store_6,2021-08-02,Sports,8,358.29,2866.32
South,Store_19,2020-03-20,Sports,14,205.24,2873.36
South,Store_19,2021-05-27,Toys,5,202.76,1013.8
South,Store_3,2021-08-03,Electronics,5,466.83,2334.15
South,Store_6,2021-11-24,Sports,13,226.41,2943.33
South,Store_7,2021-02-15,Toys,5,426.98,2134.9
South,Store_20,2021-11-04,Clothing,2,305.3,610.6
South,Store_16,2020-03-17,Clothing,1,286.4,286.4
South,Store_16,2020-03-06,Toys,13,103.05,1339.65
South,Store_20,2020-09-19,Clothing,17,67.76,1151.92
South,Store_3,2021-12-08,Clothing,8,14.85,118.8
South,Store_1,2020-11-22,Clothing,11,419.4,4613.4
South,Store_8,2020-01-26,Home & Kitchen,13,78.7,1023.1
South,Store_9,2021-04-22,Toys,4,54.2,216.8
South,Store_4,2020-03-24,Sports,18,32.21,579.78
South,Store_7,2020-01-02,Toys,12,383.21,4598.52
South,Store_5,2020-02-13,Toys,6,16.52,99.12
South,Store_14,2021-03-03,Toys,6,135.39,812.3399999999999
South,Store_6,2020-06-30,Sports,7,115.86,811.02
South,Store_1,2021-08-30,Home & Kitchen,5,175.54,877.6999999999999
South,Store_11,2020-02-18,Toys,1,124.58,124.58
South,Store_3,2021-03-13,Electronics,13,377.16,4903.08
South,Store_2,2020-06-10,Sports,8,385.32,3082.56
South,Store_12,2021-05-13,Clothing,9,349.94,3149.46
South,Store_17,2020-09-15,Sports,16,494.95,7919.2
South,Store_6,2020-10-10,Home & Kitchen,14,449.41,6291.740000000001
South,Store_5,2021-04-24,Clothing,15,141.99,2129.8500000000004
South,Store_12,2021-11-15,Sports,11,435.92,4795.12
South,Store_4,2021-01-31,Electronics,7,90.0,630.0
South,Store_11,2020-03-09,Electronics,7,230.18,1611.26
South,Store_1,2021-05-06,Toys,11,188.39,2072.29
South,Store_11,2020-10-16,Electronics,5,338.11,1690.5500000000002
South,Store_12,2021-09-03,Clothing,12,248.84,2986.08
South,Store_14,2021-11-15,Toys,4,406.52,1626.08
South,Store_6,2021-02-21,Clothing,11,143.07,1573.77
South,Store_10,2021-05-14,Sports,16,416.9,6670.4
South,Store_3,2020-08-23,Home & Kitchen,7,261.14,1827.98
South,Store_1,2021-07-30,Electronics,18,225.64,4061.52
South,Store_20,2020-03-05,Clothing,15,487.16,7307.400000000001
South,Store_19,2021-08-05,Home & Kitchen,3,474.97,1424.91
South,Store_7,2021-07-13,Toys,7,193.36,1353.52
South,Store_13,2021-01-31,Sports,11,84.28,927.08
South,Store_10,2020-02-14,Clothing,4,464.54,1858.16
South,Store_13,2020-11-18,Sports,13,130.51,1696.63
South,Store_4,2021-05-16,Home & Kitchen,7,205.06,1435.42
South,Store_1,2021-03-21,Clothing,8,168.45,1347.6
South,Store_1,2020-10-01,Sports,4,269.83,1079.32
South,Store_20,2020-11-19,Toys,8,14.85,118.8
South,Store_18,2020-10-12,Toys,14,130.38,1825.32
South,Store_14,2020-02-22,Electronics,5,60.26,301.3
South,Store_2,2020-02-01,Toys,19,352.32,6694.08
South,Store_9,2020-06-04,Clothing,17,7.28,123.76
South,Store_16,2021-06-04,Toys,7,151.34,1059.38
South,Store_20,2020-10-19,Sports,1,52.6,52.6
South,Store_8,2021-04-18,Toys,16,211.0,3376.0
South,Store_11,2020-12-23,Toys,17,452.22,7687.740000000001
South,Store_19,2020-04-28,Toys,4,277.57,1110.28
South,Store_11,2021-11-11,Clothing,11,476.38,5240.18
South,Store_19,2021-03-10,Sports,15,161.84,2427.6
South,Store_14,2021-04-28,Toys,4,404.49,1617.96
South,Store_4,2020-03-24,Toys,6,439.38,2636.28
South,Store_2,2021-07-06,Toys,9,241.77,2175.9300000000003
South,Store_9,2021-08-13,Sports,8,107.74,861.92
South,Store_10,2020-01-14,Home & Kitchen,18,377.78,6800.039999999999
South,Store_12,2020-05-17,Sports,1,200.71,200.71
South,Store_13,2020-12-21,Clothing,14,374.22,5239.08
South,Store_8,2020-11-09,Home & Kitchen,17,366.32,6227.44
South,Store_13,2021-07-06,Toys,6,143.94,863.64
South,Store_8,2020-04-08,Sports,16,53.09,849.44
South,Store_13,2021-08-09,Toys,7,80.85,565.9499999999999
South,Store_7,2021-02-26,Sports,11,125.63,1381.9299999999998
South,Store_20,2021-01-05,Electronics,5,389.91,1949.55
South,Store_19,2021-10-05,Toys,15,284.28,4264.2
South,Store_6,2020-02-28,Clothing,5,95.45,477.25
South,Store_9,2021-06-17,Clothing,12,428.86,5146.32
South,Store_10,2021-12-20,Sports,12,169.0,2028.0
South,Store_12,2021-01-18,Electronics,14,398.19,5574.66
South,Store_7,2020-02-02,Toys,5,264.14,1320.6999999999998
South,Store_17,2020-05-06,Home & Kitchen,17,409.7,6964.9
South,Store_12,2021-05-18,Sports,8,225.26,1802.08
South,Store_16,2020-02-20,Clothing,5,201.68,1008.4
South,Store_8,2020-04-02,Electronics,8,479.56,3836.48
South,Store_17,2021-05-27,Home & Kitchen,13,474.52,6168.76
South,Store_16,2021-07-28,Clothing,19,321.39,6106.41
South,Store_18,2020-09-24,Clothing,9,286.65,2579.85
South,Store_18,2021-06-25,Clothing,1,37.14,37.14
South,Store_17,2020-01-26,Toys,9,180.91,1628.19
South,Store_12,2021-09-08,Home & Kitchen,13,385.92,5016.96
South,Store_5,2021-09-10,Sports,19,67.28,1278.32
South,Store_12,2020-06-24,Clothing,2,460.98,921.96
South,Store_19,2021-04-25,Sports,15,173.01,2595.15
South,Store_13,2020-09-30,Electronics,19,216.29,4109.51
South,Store_12,2021-07-07,Sports,12,56.97,683.64
South,Store_17,2021-09-19,Home & Kitchen,3,359.63,1078.89
South,Store_7,2021-01-19,Clothing,3,345.7,1037.1
South,Store_11,2021-01-18,Sports,11,355.69,3912.59
South,Store_6,2020-03-26,Electronics,11,416.88,4585.68
South,Store_8,2021-08-01,Electronics,7,49.68,347.76
South,Store_15,2020-07-07,Sports,2,493.27,986.54
South,Store_16,2020-05-11,Electronics,1,338.72,338.72
South,Store_1,2020-05-11,Sports,9,94.17,847.53
South,Store_10,2021-01-15,Electronics,16,417.13,6674.08
South,Store_11,2020-02-04,Sports,1,65.51,65.51
South,Store_6,2020-08-02,Sports,5,396.36,1981.8
South,Store_10,2020-05-06,Home & Kitchen,19,53.25,1011.75
South,Store_19,2020-03-14,Electronics,8,410.9,3287.2
South,Store_10,2021-05-17,Electronics,4,5.99,23.96
South,Store_17,2021-09-20,Toys,5,339.84,1699.1999999999998
South,Store_6,2021-02-11,Toys,17,88.89,1511.13
South,Store_17,2021-11-30,Toys,4,225.73,902.92
South,Store_13,2020-05-23,Electronics,3,346.01,1038.03
South,Store_7,2021-01-01,Toys,5,171.68,858.4000000000001
South,Store_13,2021-02-26,Clothing,6,193.25,1159.5
South,Store_20,2021-08-30,Clothing,11,346.45,3810.95
South,Store_2,2021-04-03,Sports,4,427.71,1710.84
South,Store_20,2021-01-07,Home & Kitchen,2,309.41,618.82
South,Store_19,2020-05-10,Home & Kitchen,14,119.54,1673.5600000000002
South,Store_15,2021-11-30,Clothing,17,334.97,5694.490000000001
South,Store_15,2020-01-23,Clothing,8,378.71,3029.68
South,Store_2,2021-07-14,Electronics,11,277.89,3056.79
South,Store_10,2020-06-24,Toys,12,216.84,2602.08
South,Store_6,2020-10-09,Clothing,7,356.43,2495.01
South,Store_10,2021-07-22,Toys,9,429.57,3866.13
South,Store_5,2021-02-26,Toys,7,464.83,3253.81
South,Store_13,2020-03-07,Toys,15,162.08,2431.2000000000003
South,Store_10,2021-03-01,Toys,5,258.78,1293.9
South,Store_14,2021-11-09,Sports,16,175.08,2801.28
South,Store_17,2021-05-27,Toys,15,127.82,1917.3
South,Store_12,2021-12-01,Home & Kitchen,8,7.78,62.24
South,Store_14,2021-09-07,Sports,19,457.2,8686.8
South,Store_8,2020-07-16,Clothing,10,175.76,1757.6
South,Store_9,2020-06-27,Home & Kitchen,4,300.0,1200.0
South,Store_13,2020-05-27,Sports,13,278.62,3622.06
South,Store_20,2020-10-30,Clothing,13,287.69,3739.97
South,Store_11,2020-06-06,Home & Kitchen,4,59.44,237.76
South,Store_12,2021-12-26,Electronics,13,146.82,1908.66
South,Store_20,2020-12-28,Home & Kitchen,8,133.04,1064.32
South,Store_16,2020-04-29,Sports,9,308.58,2777.22
South,Store_4,2020-08-13,Toys,1,474.35,474.35
South,Store_6,2020-06-03,Toys,19,388.47,7380.93
South,Store_14,2020-12-12,Toys,2,391.43,782.86
South,Store_6,2021-01-28,Clothing,4,273.36,1093.44
South,Store_4,2021-03-25,Home & Kitchen,11,498.28,5481.08
South,Store_9,2021-11-12,Home & Kitchen,2,421.43,842.86
South,Store_10,2021-11-27,Electronics,16,161.14,2578.24
South,Store_1,2021-10-22,Clothing,3,218.49,655.47
South,Store_13,2021-05-10,Home & Kitchen,13,47.59,618.6700000000001
South,Store_18,2020-12-04,Home & Kitchen,19,338.41,6429.790000000001
South,Store_10,2020-10-02,Sports,16,214.28,3428.48
South,Store_10,2021-02-04,Home & Kitchen,14,13.79,193.06
South,Store_18,2020-03-02,Electronics,18,32.18,579.24
South,Store_3,2020-10-12,Toys,15,56.44,846.5999999999999
South,Store_17,2020-08-09,Sports,10,103.49,1034.9
South,Store_16,2021-10-10,Toys,13,301.42,3918.46
South,Store_12,2021-08-20,Sports,3,26.74,80.22
South,Store_2,2021-09-22,Clothing,6,304.17,1825.02
South,Store_20,2021-01-18,Clothing,17,369.83,6287.11
South,Store_15,2021-10-20,Home & Kitchen,5,44.5,222.5
South,Store_16,2020-05-02,Home & Kitchen,12,481.41,5776.92
South,Store_16,2021-09-09,Toys,13,387.48,5037.24
South,Store_19,2021-03-13,Sports,1,230.16,230.16
South,Store_18,2020-04-21,Electronics,2,371.5,743.0
South,Store_1,2021-04-23,Sports,11,232.06,2552.66
South,Store_11,2020-11-06,Electronics,8,89.42,715.36
South,Store_19,2021-09-09,Home & Kitchen,17,225.02,3825.34
South,Store_12,2021-10-29,Electronics,12,385.38,4624.56
South,Store_4,2020-07-03,Toys,17,119.81,2036.77
South,Store_10,2020-02-20,Clothing,3,495.71,1487.13
South,Store_9,2020-04-19,Clothing,9,220.66,1985.94
South,Store_20,2021-12-27,Sports,17,138.72,2358.24
South,Store_10,2020-11-16,Home & Kitchen,12,133.53,1602.36
South,Store_1,2020-11-08,Home & Kitchen,11,74.58,820.38
South,Store_16,2020-04-06,Clothing,15,371.36,5570.400000000001
South,Store_17,2020-12-27,Sports,1,319.15,319.15
South,Store_1,2020-07-23,Toys,14,270.52,3787.28
South,Store_7,2020-07-06,Home & Kitchen,11,488.33,5371.63
South,Store_1,2020-04-24,Electronics,14,328.58,4600.12
South,Store_9,2020-07-22,Toys,14,444.81,6227.34
South,Store_15,2021-02-09,Toys,1,69.42,69.42
South,Store_19,2020-07-27,Clothing,9,102.82,925.38
South,Store_4,2021-08-17,Electronics,14,349.06,4886.84
South,Store_8,2020-11-01,Toys,17,331.33,5632.61
South,Store_4,2021-01-03,Toys,3,282.38,847.14
South,Store_19,2020-04-07,Home & Kitchen,3,61.25,183.75
South,Store_15,2021-06-02,Home & Kitchen,17,194.5,3306.5
South,Store_6,2021-04-14,Clothing,5,98.32,491.6
South,Store_17,2021-07-11,Toys,18,247.49,4454.82
South,Store_11,2020-05-06,Clothing,6,122.58,735.48
South,Store_15,2021-07-25,Electronics,17,321.04,5457.68
South,Store_2,2020-10-11,Clothing,1,398.71,398.71
South,Store_20,2020-07-01,Sports,12,137.17,1646.04
South,Store_16,2020-08-13,Toys,1,346.97,346.97
South,Store_9,2021-06-20,Home & Kitchen,5,37.9,189.5
South,Store_15,2021-06-23,Toys,19,436.38,8291.22
South,Store_12,2021-07-09,Home & Kitchen,15,371.17,5567.55
South,Store_13,2021-05-11,Home & Kitchen,18,43.23,778.14
South,Store_17,2020-01-27,Electronics,9,386.33,3476.97
South,Store_16,2021-10-08,Sports,5,184.34,921.7
South,Store_19,2020-09-11,Clothing,19,318.47,6050.93
South,Store_14,2021-10-04,Sports,17,113.34,1926.78
South,Store_14,2021-04-21,Clothing,8,344.41,2755.28
South,Store_15,2020-10-23,Electronics,14,185.43,2596.02
South,Store_14,2021-12-07,Sports,8,231.51,1852.08
South,Store_6,2020-10-27,Sports,3,109.97,329.91
South,Store_5,2021-02-18,Home & Kitchen,13,65.64,853.32
South,Store_17,2021-01-30,Electronics,14,178.4,2497.6
South,Store_18,2020-06-01,Electronics,16,290.93,4654.88
