id,value1,category
446,-0.11510746848722672,C
447,0.4574156062209908,A
448,-0.9646120137337284,D
449,-0.7826291558275251,A
450,-0.11038929902688775,B
451,-1.0546284639850139,C
452,0.8202478373246812,C
453,0.4631303293186071,D
454,0.2790957643924534,A
455,0.33890412521594454,C
456,2.0210435614847975,A
457,-0.46886418796679563,A
458,-2.201441285500558,B
459,0.1993001968964652,C
460,-0.050603540961665895,B
461,-0.5175190425104033,B
462,-0.9788298593587699,A
463,-0.43918952180214793,B
464,0.18133842921782128,D
465,-0.5028167006425383,B
466,2.4124536795437486,D
467,-0.960504381633148,A
468,-0.7931173627076716,C
469,-2.2886200400145285,D
470,0.251484415021537,B
471,-2.01640662779976,C
472,-0.5394546333745014,A
473,-0.27567053456055696,C
474,-0.7097279658468882,A
475,1.738872677454511,C
476,0.9943943913154989,D
477,1.3191368763015756,C
478,-0.8824188185499185,D
479,1.1285940645145685,C
480,0.4960009463439622,A
481,0.7714059486768455,C
482,1.0294388287827672,D
483,-0.9087632459590531,B
484,-0.4243176209779015,B
485,0.8625960113284511,D
486,-2.655619092974933,A
487,1.5133280825732052,C
488,0.553132064207584,C
489,-0.045703960660234855,D
490,0.2205076557571733,C
491,-1.0299352833089765,D
492,-0.34994336458910474,D
493,1.1002843382203737,A
494,1.2980219723262212,C
495,2.6962240525635797,D
496,-0.07392466628041514,B
497,-0.6585529668050037,A
498,-0.5142339659399888,B
499,-1.0180418752873648,C
500,-0.07785475594085076,B
501,0.38273243001226814,C
502,-0.03424228053195387,A
503,1.0963468456657985,B
504,-0.23421580134453654,B
505,-0.3474506524985633,D
506,-0.5812684768603252,B
507,-1.6326345262344952,C
508,-1.567767724308454,A
509,-1.1791579306376878,D
510,1.3014280716647608,A
511,0.8952602728899299,D
512,1.3749640663929898,C
513,-1.3322116545945017,C
514,-1.9686246897860202,C
515,-0.6600563201340829,D
516,0.175818953296028,D
517,0.4986902749098275,B
518,1.0479721559680528,B
519,0.2842796708072146,A
520,1.7426687806556311,C
521,-0.22260568094832048,C
522,-0.9130792180417964,B
523,-1.6812182154944335,B
524,-0.8889713580954499,B
525,0.242117960985123,C
526,-0.8887202573536308,B
527,0.9367424635352571,A
528,1.412327706037443,B
529,-2.369586905226603,C
530,0.8640523004976479,C
531,-2.2396040586617367,C
532,0.4014990550902875,B
533,1.2248705641936597,B
534,0.06485610634357618,C
535,-1.2796891732042395,D
536,-0.5854312042777726,A
537,-0.2616454457109007,B
538,-0.18224478378994294,D
539,-0.20289684076666706,A
540,-0.1098827793093138,D
541,0.2134800489101689,B
542,-1.2085736537332212,A
543,-0.2420198298702195,A
544,1.5182611703557054,B
545,-0.38464542314251776,D
546,-0.4438360931551978,B
547,1.0781973037142378,B
548,-2.5591846663440965,A
549,1.1813786012882859,B
550,-0.6319037580051673,B
551,0.16392857245258663,B
552,0.09632135592119682,D
553,0.9424681192203938,C
554,-0.2675947462353477,A
555,-0.6780257815644504,C
556,1.2978457906510987,A
557,-2.36417381714118,D
558,0.02033418170524325,B
559,-1.3479254226291204,A
560,-0.761573388256559,A
561,2.011256681463137,D
562,-0.044595426455857026,D
563,0.19506969715138117,C
564,-1.7815628557055914,C
565,-0.7290446587946957,C
566,0.19655740072878491,B
567,0.3547576931132181,C
568,0.6168865543932788,A
569,0.008627898917576322,B
570,0.5270042084546597,B
571,0.453781912635684,D
572,-1.8297404110045314,B
573,0.03700572191014953,B
574,0.7679024077327037,A
575,0.5898798207345195,D
576,-0.3638588099707899,A
577,-0.8056265075393678,D
578,-1.1183119243216322,C
579,-0.13105401154141233,C
580,1.133079879559722,B
581,-1.951804101481602,D
582,-0.659891729729498,D
583,-1.139802455426774,C
584,0.7849575212405001,D
585,-0.5543096265713009,D
586,-0.4706376581547914,B
587,-0.216949569936649,D
588,0.4453932508947973,C
589,-0.39238899814963674,C
590,-3.0461430547999266,B
591,0.5433118913875197,A
592,0.43904295767204254,D
593,-0.21954102833121325,C
594,-1.0840366206719345,A
595,0.3517801106813583,C
596,0.37923553353558676,B
597,-0.4700328827008748,B
598,-0.21673147057553863,C
599,-0.9301565025243212,B
600,-0.17858909208732915,B
601,-1.550429345083481,B
602,0.4173188210318355,C
603,-0.9443684908242939,A
604,0.23810314783231212,D
605,-1.4059629162678993,C
606,-0.5900576458695397,B
607,-0.11048940506592783,D
608,-1.6606998118692633,C
609,0.11514787314009216,D
610,-0.37914756287992274,D
611,-1.7423561978092306,D
612,-1.3032427541123157,C
613,0.6051200840821667,B
614,0.895555985551324,B
615,-0.13190863977996706,B
616,0.4047618120404975,D
617,0.2238435633129107,B
618,0.32962298212773805,D
619,1.285984007080293,D
620,-1.506998398214272,D
621,0.6764607323616232,B
622,-0.3820089555778202,A
623,-0.22425893425164034,B
624,-0.30224973045507003,D
625,-0.37514711666128386,A
626,-1.226196191783019,D
627,0.18333919925760125,D
628,1.6709430327888573,C
629,-0.056133020448757114,D
630,-0.001385042735095726,A
631,-0.6872990371566635,B
632,-0.11747454641811148,D
633,0.46616642603403075,D
634,-0.3702424407043429,C
635,-0.45380404105200106,D
636,0.4032645401632468,A
637,-0.9180047698190454,D
638,0.2524966270768724,C
639,0.8203217972614217,D
640,1.3599485416794843,B
641,-0.09038200727694681,A
642,1.3675972398067135,B
643,1.034409886481518,C
644,-0.9962126403710662,D
645,-1.217938511593151,C
646,-0.30496363785442043,B
647,1.0289354925948542,C
648,-0.0722870075600049,C
649,-0.6006575576577885,C
650,1.5522431800485608,B
651,0.2869044880033464,B
652,-2.3205942757907416,C
653,0.31716062629268876,C
654,0.5200406145708678,B
655,0.2256086544711038,D
656,0.44971210023199254,A
657,-0.06727560892298173,D
658,-1.3183958696447342,A
659,-0.37070400322045344,D
660,-0.9456157955562914,A
661,-0.9327409107943778,B
662,-1.2630683491022754,B
663,0.45248909263964643,C
664,0.0978961454126271,C
665,-0.44816536268070806,B
666,-0.6493379277303881,C
667,-0.02342310502145217,C
668,1.0791947281124892,D
669,-2.004215715498915,D
670,0.37687652085089274,C
671,-0.5457119740177824,B
672,-1.8845858449794477,C
673,-1.9457030831639588,B
674,-0.9127834941352918,C
675,0.21950955579304526,C
676,0.3930629339800916,D
677,-0.9389815726777853,C
678,1.0170209914132446,B
679,1.4229834965161061,D
680,0.3960865849565602,A
681,-0.5914026678081108,D
682,1.1244191845103682,C
683,0.7553956956633383,D
684,0.867407411354918,A
685,-0.6564636749715315,C
686,-2.8345545052747023,B
687,2.1167910214836754,B
688,-1.6108784034499337,C
689,-0.03576807186022113,D
690,2.3807453512197503,C
691,0.330576756274374,A
692,0.9492464735582357,A
693,-1.5023965693817127,D
694,-1.7776669547337063,C
695,-0.5327027919795545,D
696,1.0907497344345,C
697,-0.34624944764730997,C
698,-0.7946363210714987,A
699,0.19796728994496746,A
700,1.0819352184772653,D
701,-1.4449401990733717,B
702,-1.2105429941233516,D
703,-0.7886692545093662,A
704,1.0946383747120914,D
705,0.2348215259487319,D
706,2.1321534105704436,D
707,0.9364457258311158,C
708,-0.03509517686967038,A
709,1.265077838088766,B
710,0.21149701273187801,C
711,-0.7049213525074449,C
712,0.6799748442451024,B
713,-0.6963266538610828,D
714,-0.29039710080386677,B
715,1.327782695957983,B
716,-0.10128148621739935,C
717,-0.8031413873416283,A
718,-0.46433769143549164,A
719,1.021790585588673,C
720,-0.5525406734167292,D
721,-0.38687084685064654,B
722,-0.5102927396336285,A
723,0.18392549434030994,A
724,-0.3854897603756083,B
725,-1.601836048972537,D
726,-0.8871809418450403,A
727,-0.9327890415064383,C
728,1.2433193844551549,B
729,0.8126740421090424,B
730,0.587259379399826,B
731,-0.5053583172644099,D
732,-0.8157915419939713,A
733,-0.507517601657357,B
734,-1.051880102551674,D
735,2.497200391587007,A
736,-2.245321648371402,D
737,0.5640085350738091,A
738,-1.2845522979925272,D
739,-0.10434349149469264,D
740,-0.9880019424937344,A
741,-1.1776289624826308,B
742,-1.1401963009349616,D
743,1.7549861537420586,D
744,-0.13298842230959199,D
745,-0.7657021944780863,A
746,0.555786964082873,B
747,0.010349314566299353,D
748,0.7200337593416528,A
749,-1.82425665593783,D
750,0.3036039044620014,C
751,0.7726948371023817,A
752,-1.6615982911145637,A
753,0.44819528442331247,A
754,1.6961815728281606,D
755,-0.014857703354702717,C
756,0.8214059370248112,C
757,0.6705704503109099,A
758,-0.7075056975105769,C
759,0.03976673458649517,B
760,-1.5669947108616025,B
761,-0.4513030371025261,A
762,0.2656879749662359,D
763,0.7231004937377982,B
764,0.024612125247911617,C
765,0.7199837301431654,C
766,-1.1029062129553697,C
767,-0.1016972745548716,B
768,0.019279384513077216,C
769,1.8495912466796365,C
770,-0.21416665620008424,B
771,-0.4990166379941829,A
772,0.02135122384354861,B
773,-0.9191134448699437,B
774,0.19275384906521617,D
775,-0.36505521654625767,B
776,-1.7913275480411837,C
777,-0.05858655113386085,B
778,-0.31754309393019925,A
779,-1.6324233020679833,D
780,-0.06713415461452177,C
781,1.4893559620744803,B
782,0.5213037482757137,C
783,0.6119271927311578,D
784,-1.3414967255830426,B
785,0.4768983689222224,B
786,0.14844958138007808,D
787,0.5290452383344316,D
788,0.42262862170882565,B
789,-1.3597807255038137,A
790,-0.04140081155796743,D
791,-0.757870860425166,A
792,-0.05008409428482209,D
793,-0.8974009269018305,B
794,1.3124703671409963,B
795,-0.8589723884443423,A
796,-0.898942156465536,C
797,0.07458640654355353,D
798,-1.0770990694039948,B
799,-0.4246633024328657,C
800,-0.8299645975379619,B
801,1.4111720638896117,C
802,0.7858038268311726,C
803,-0.057469518465394644,B
804,-0.39121705217401626,D
805,0.9409176145751134,D
806,0.40520408032288807,D
807,0.4980524046828567,C
808,-0.026192237344250482,C
809,-1.6882300277714322,A
810,-0.11246598255955272,A
811,-0.5324899192090677,B
812,0.6450552734598769,B
813,1.011842432994189,D
814,-0.6579510447611686,C
815,0.46838523427705164,D
816,1.7358789976857132,A
817,-0.667712720570559,D
818,1.6819217400731377,B
819,-0.852585847170647,A
820,0.022959755607951444,C
821,-0.011145611841841251,A
822,0.011498899870062375,A
823,-0.8376780419079453,D
824,-0.5911831037644297,D
825,-0.6677202863593994,C
826,0.3269625954044574,C
827,0.33003511451031164,A
828,2.225944331738259,D
829,1.3709890062911214,C
830,-0.5098432421384791,D
831,0.32486961579618606,A
832,0.9971179807917595,B
833,0.030601824338517807,D
834,-0.06964157844693558,C
835,0.05157494276988904,A
836,0.8672766288084278,A
837,-0.8483205228052325,D
838,-0.32566946882017417,B
839,0.47043314484648185,B
840,0.3114470715541555,D
841,0.23958275985639133,B
842,-0.3698011663038032,B
843,0.9725357891425369,B
844,2.1338682472045374,C
845,0.4064154936762062,A
846,-0.1931767015498399,A
847,0.7557402888945426,C
848,-0.53913263675299,D
849,-0.7496903447028966,B
850,0.0328087476137118,B
851,-2.5827966329699446,C
852,-1.1539503636520094,B
853,-0.34796185592084583,C
854,-1.3533888581477134,C
855,-1.0326431018921296,A
856,-0.4367483374580074,A
857,-1.6429652935306092,C
858,-0.4060717962598319,A
859,-0.5352701645328445,A
860,0.025405208385016018,D
861,1.1541840304940192,C
862,0.1725044164928659,C
863,0.021062021342063624,B
864,0.09945445703071175,A
865,0.22739277512112846,B
866,-1.016738648609769,C
867,-0.11477532477079817,C
868,0.3087512418366131,D
869,-1.3707599825430605,D
870,0.8656529228158533,B
871,1.0813760344581897,B
872,-0.6313759884493888,B
873,-0.24133779145310455,B
874,-0.8781903428100731,B
875,0.6993804835878171,B
876,-1.0612222874459092,A
877,-0.2224770102429203,A
878,-0.8589199078076716,C
879,0.050954277011289496,D
880,-1.794229271489721,C
881,1.3264616423656934,D
882,-0.964606424206264,A
883,0.05989468311627605,A
884,-0.2125230447703092,C
885,-0.7621145119224981,D
886,-0.8877801366359354,B
887,0.9363985435524596,A
888,-0.5256405931019397,D
889,0.2711701846373109,B
890,-0.8014968853943748,B
891,-0.6471814318477607,C
892,0.47224715008784873,A
893,0.9304084961111163,B
894,-0.17531640232701995,C
895,-1.4219198716404369,B
896,1.9979560797500047,A
897,-0.8565493082342095,B
898,-1.5415873996717875,A
899,2.594424587768152,C
900,-0.40403229385093714,C
901,-1.4617326882614081,B
902,-0.6834397667886818,B
903,0.36754489602226903,A
904,0.1903115575939397,A
905,-0.85172919725359,C
906,1.8227236001279594,A
907,-0.5215796779933731,D
908,-1.184686590411552,D
909,0.9606933984606597,C
910,1.3290628465396823,B
911,-0.8174930976162265,D
912,-1.4013472930393105,A
913,1.0304382674156047,A
914,-2.0473236130579617,D
915,-1.2266216593966155,C
916,0.967446150050235,D
917,-0.05535254802238957,A
918,-0.26393734859268786,C
919,0.35281660649437835,C
920,-0.15277442354540868,B
921,-1.2986867221630902,B
922,1.2760753460061875,C
923,1.3250140528868153,B
924,0.2053325637779597,A
925,0.045134015432010274,B
926,2.339624806020058,C
927,-0.2764328450158372,C
928,-0.25957698183403943,A
929,0.36448124924050557,D
930,1.4713219561423383,B
931,1.5927707544174836,B
932,-0.25857263167677125,D
933,0.30833124595934525,A
934,-1.3780834670640771,A
935,-0.31197610791621294,B
936,-0.8402903954793065,C
937,-1.0068317522989838,C
938,1.6815767162673276,A
939,-0.7922866618061449,A
940,-0.5316059080114549,B
941,0.3658487879168582,B
942,1.2978252669735855,B
943,0.4811151263888354,C
944,2.759355114021582,B
945,-0.07466797825114957,C
946,0.25871644022974605,A
947,0.27560067398405635,C
948,1.4350493867891545,A
949,0.5072389511096153,A
950,-0.1162297003871491,C
951,-0.9474885949068795,D
952,0.24444345596163258,C
953,1.4013448312919596,D
954,-0.4103817936578706,A
955,0.5289436184165822,B
956,0.24614778868484416,D
957,0.8635196583813146,B
958,-0.8047537406378693,C
959,2.3466470305265617,A
960,-1.2791611070282582,A
961,-0.3655510899860373,C
962,0.9380925409056455,C
963,0.29673317249411335,D
964,0.8299861590811032,D
965,-0.49610233398256237,A
966,-0.07480498268034107,A
967,0.012231983638817386,A
968,1.5692596145359043,B
969,0.690429024383049,B
970,0.7966721083646714,C
971,-0.6579260925367952,D
972,0.9688826385630508,C
973,0.22558166356880352,A
974,1.3891453156779274,A
975,2.014060154918468,D
976,-0.30676577602700456,B
977,-0.40630313044506255,C
978,-0.8640449911023695,A
979,-0.14357951171632055,B
980,-0.3820254489503836,D
981,0.35950439957101016,A
982,-0.14456681693373594,A
983,-0.3615992807816198,D
984,1.0645851361278518,B
985,-0.9378802311514517,D
986,0.43310795315134365,B
987,-0.4059417271884834,A
988,0.7243685048699644,A
989,1.3852615467222305,C
990,-0.3030982534240727,D
991,0.44103290727315136,B
992,0.17879286573317985,A
993,-0.7994223995430966,C
994,0.24078750974193844,D
995,0.28912050527881217,B
996,0.4128708204461747,A
997,-0.19839889682004574,A
998,0.09419230031014657,B
999,-1.1476109448431353,B
1000,-0.35811407547985674,C
1001,0.555962679709798,B
1002,0.8924738873315303,D
1003,-0.4223148241252707,A
1004,0.10471402943328433,D
1005,0.2280533251240672,C
1006,0.20147994670443287,A
1007,0.5407735853003902,D
1008,-1.8180776303835695,B
1009,-0.04932407014757259,A
1010,0.2390336012467649,D
1011,-1.0003303489537054,D
1012,1.67398570701071,D
1013,0.16155926723816796,C
1014,1.5634047450289295,C
1015,-0.7905230218330772,D
1016,-0.907300121525327,A
1017,0.2242522209656819,A
1018,-1.6786883628286566,A
1019,0.21496559062609352,C
1020,0.09721923200291803,C
1021,1.0156652815421012,C
1022,0.7010413411650971,C
1023,-0.417477349885034,B
1024,-1.0974966547702447,C
1025,1.7123052213432965,A
1026,-0.79211502056515,C
1027,-1.0455245570694658,B
1028,-1.0848560594614451,C
1029,1.1173053155366646,A
1030,-0.5189002044248521,D
1031,-0.7537044661806008,D
1032,0.13768982590334733,B
1033,-0.20694471055729102,A
1034,-0.6780954607862469,A
1035,0.7539914669784796,C
1036,1.0653154920979948,C
1037,0.9853175089398669,B
1038,0.766919669661199,C
1039,0.4026255311300352,D
1040,-1.775887999961829,B
